#UNIQUE-ID	TYPES	COMMON-NAME
PWY-6981	Polysaccharides-Biosynthesis; Super-Pathways;	chitin biosynthesis;
CAMALEXIN-SYN	INDOLE-PHYTOALEXIN-SYN;	camalexin biosynthesis;
PWY-5896	Menaquinone-Biosynthesis; Super-Pathways;	superpathway of menaquinol-10 biosynthesis;
P541-PWY	Betaine-Biosynthesis;	glycine betaine biosynthesis IV (from glycine);
PWY-7828	POLYSACCHARIDES-DEG;	cyclobis-(1&rarr;6)-&alpha;-nigerosyl degradation;
NADSYN-PWY	NAD-SYN; Super-Pathways;	NAD <i>de novo</i> biosynthesis II (from tryptophan);
PWY-5345	Methionine-De-novo-Biosynthesis; Super-Pathways;	superpathway of L-methionine biosynthesis (by sulfhydrylation);
TEICHOICACID-PWY	Teichoic-Acids-Biosynthesis;	poly(glycerol phosphate) wall teichoic acid biosynthesis;
P641-PWY	Mercury-Detoxification;	phenylmercury acetate degradation;
PWY-8053	Anandamide-Biosynthesis;	anandamide biosynthesis II;
PWY-5631	Antibiotic-Biosynthesis;	deacetylcephalosporin C biosynthesis;
PWY-1001	PRIMARY-CELL-WALL; Polysaccharides-Biosynthesis; SECONDARY-CELL-WALL;	cellulose biosynthesis;
PWY-6822	Carrageenan-Degradation;	&iota;-carrageenan degradation;
PWY-7515	Hydroxyprolines-Degradation;	<i>trans</i>-3-hydroxy-L-proline degradation;
PWY-7110	Macrolides-Biosynthesis; Super-Pathways;	superpathway of megalomicin A biosynthesis;
PWY-5296	Thiosulfate-Oxidation;	thiosulfate oxidation III (multienzyme complex);
PWY-6677	Thiosulfate-Oxidation;	thiosulfate oxidation IV (multienzyme complex);
PWY-5632	Antibiotic-Biosynthesis;	cephalosporin C biosynthesis;
PWY-5980	PRIMARY-CELL-WALL; Polysaccharides-Biosynthesis;	xylogalacturonan biosynthesis;
PWY-5899	Menaquinone-Biosynthesis; Super-Pathways;	superpathway of menaquinol-13 biosynthesis;
PWY-6004	Betaine-Biosynthesis;	glycine betaine biosynthesis V (from glycine);
PWY-6821	Carrageenan-Degradation;	&kappa;-carrageenan degradation;
PWY-7761	NAD-SYN;	NAD salvage pathway II (PNC IV cycle);
PWY-5159	Hydroxyprolines-Degradation;	<i>trans</i>-4-hydroxy-L-proline degradation II;
PWY-7977	Methionine-De-novo-Biosynthesis;	L-methionine biosynthesis IV (archaea);
PWY-8051	Anandamide-Biosynthesis;	anandamide biosynthesis I;
PWY-5633	Antibiotic-Biosynthesis;	cephamycin C biosynthesis;
PWY-6773	Polysaccharides-Biosynthesis;	1,3-&beta;-D-glucan biosynthesis;
PWY-6817	Carrageenan-Degradation;	&lambda;-carrageenan degradation;
HYDROXYPRODEG-PWY	Hydroxyprolines-Degradation;	<i>trans</i>-4-hydroxy-L-proline degradation I;
PWY-7421	Macrolides-Biosynthesis;	narbomycin, pikromycin and novapikromycin biosynthesis;
PWY-6739	Pinitol-Biosynthesis;	pinitol biosynthesis II;
PWY-6738	Pinitol-Biosynthesis;	pinitol biosynthesis I;
PWY-5634	Antibiotic-Biosynthesis; Super-Pathways;	superpathway of penicillin, cephalosporin and cephamycin biosynthesis;
PWY-5936	Polysaccharides-Biosynthesis;	xyloglucan biosynthesis;
PWY-5839	Menaquinone-Biosynthesis;	menaquinol-7 biosynthesis;
BETSYN-PWY	Betaine-Biosynthesis;	glycine betaine biosynthesis I (Gram-negative bacteria);
PWY-6260	Thyroid-Hormone-Metabolism;	thyroid hormone metabolism I (via deiodination);
PYRIDNUCSAL-PWY	NAD-SYN;	NAD salvage pathway I (PNC VI cycle);
METSYN-PWY	Methionine-De-novo-Biosynthesis; Super-Pathways;	superpathway of L-homoserine and L-methionine biosynthesis;
4-HYDROXYMANDELATE-DEGRADATION-PWY	AROMATIC-COMPOUNDS-DEGRADATION;	4-hydroxymandelate degradation;
PWY-6261	Thyroid-Hormone-Metabolism;	thyroid hormone metabolism II (via conjugation and/or degradation);
PWY-5266	AROMATIC-COMPOUNDS-DEGRADATION; Super-Pathways;	<I>p</I>-cymene degradation;
PWY-6643	Coenzyme-M-Biosynthesis;	coenzyme M biosynthesis II;
PWY-6941	AROMATIC-COMPOUNDS-DEGRADATION;	styrene degradation;
PWY-4281	PROLINE-SYN;	L-proline biosynthesis IV;
PWY-7747	AROMATIC-COMPOUNDS-DEGRADATION;	diphenyl ethers degradation;
M-CRESOL-DEGRADATION-PWY	AROMATIC-COMPOUNDS-DEGRADATION;	<I>m</I>-cresol degradation;
PWY-5679	Antibiotic-Biosynthesis;	clavulanate biosynthesis;
PWY-6658	Polysaccharides-Biosynthesis;	acetan biosynthesis;
PWY-7369	Thiamine-Biosynthesis;	thiamine triphosphate metabolism;
PWY-5489	AROMATIC-COMPOUNDS-DEGRADATION;	methyl parathion degradation;
PWY-7002	AROMATIC-COMPOUNDS-DEGRADATION;	4-hydroxyacetophenone degradation;
PWY-7951	AROMATIC-COMPOUNDS-DEGRADATION;	ellagic acid degradation to urolithins;
PWY-7677	Macrolides-Biosynthesis;	rosamicin biosynthesis;
P343-PWY	AROMATIC-COMPOUNDS-DEGRADATION;	resorcinol degradation;
PWY-6184	AROMATIC-COMPOUNDS-DEGRADATION;	methylsalicylate degradation;
P261-PWY	Coenzyme-M-Biosynthesis;	coenzyme M biosynthesis I;
PWY-8016	TYROSINE-DEG;	L-tyrosine degradation V (Stickland reaction);
PWY-7009	AROMATIC-COMPOUNDS-DEGRADATION;	2,2'-dihydroxybiphenyl degradation;
PWY-3341	PROLINE-SYN;	L-proline biosynthesis III;
PWY5F9-12	AROMATIC-COMPOUNDS-DEGRADATION;	biphenyl degradation;
PWY-7514	TYROSINE-DEG;	L-tyrosine degradation IV (to 4-methylphenol);
P662-PWY	AROMATIC-COMPOUNDS-DEGRADATION;	dibenzofuran degradation;
PWY-5737	Antibiotic-Biosynthesis;	(5<i>R</i>)-carbapenem carboxylate biosynthesis;
PWY-6082	Alginate-Biosynthesis;	alginate biosynthesis II (bacterial);
PWY-7357	Thiamine-Biosynthesis;	thiamine formation from pyrithiamine and oxythiamine (yeast);
PWY-7996	Menaquinone-Biosynthesis;	menaquinol-4 biosynthesis I;
TYRFUMCAT-PWY	TYROSINE-DEG;	L-tyrosine degradation I;
PWY-6339	AROMATIC-COMPOUNDS-DEGRADATION; Super-Pathways;	syringate degradation;
PWY-7081	AROMATIC-COMPOUNDS-DEGRADATION;	4-aminophenol degradation;
PWY-2504	AROMATIC-COMPOUNDS-DEGRADATION; Super-Pathways;	superpathway of aromatic compound degradation via 3-oxoadipate;
NAD-BIOSYNTHESIS-III	NAD-SYN;	NAD biosynthesis III (from nicotinamide);
PWY-5151	TYROSINE-DEG;	L-tyrosine degradation II;
PWY-702	Methionine-De-novo-Biosynthesis;	L-methionine biosynthesis II (plants);
PWY-6533	AROMATIC-COMPOUNDS-DEGRADATION;	aniline degradation;
PWY-6907	Thiamin-Diphosphate-Biosynthesis;	thiamine diphosphate biosynthesis III (Staphylococcus);
PWY-7430	AROMATIC-COMPOUNDS-DEGRADATION;	indole degradation to anthranil and anthranilate;
PWY3O-4108	TYROSINE-DEG;	L-tyrosine degradation III;
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	AROMATIC-COMPOUNDS-DEGRADATION;	4-hydroxyphenylacetate degradation;
PWY-6943	Steroids-Degradation;	testosterone and androsterone degradation to androstendione;
PROSYN-PWY	PROLINE-SYN;	L-proline biosynthesis I;
PWY-5163	AROMATIC-COMPOUNDS-DEGRADATION;	<I>p</I>-cumate degradation to 2-hydroxypentadienoate;
PWY-681	AROMATIC-COMPOUNDS-DEGRADATION;	dibenzothiophene desulfurization;
PWY-6894	Thiamin-Diphosphate-Biosynthesis;	thiamine diphosphate biosynthesis I (E. coli);
PWY-5757	Antibiotic-Biosynthesis;	fosfomycin biosynthesis;
PWY-6073	Alginate-Biosynthesis;	alginate biosynthesis I (algal);
THISYNARA-PWY	Super-Pathways; Thiamine-Biosynthesis;	superpathway of thiamine diphosphate biosynthesis III (eukaryotes);
PWY-7698	AROMATIC-COMPOUNDS-DEGRADATION;	2,5-xylenol and 3,5-xylenol degradation;
BENZCOA-PWY	AROMATIC-COMPOUNDS-DEGRADATION; Super-Pathways;	anaerobic aromatic compound degradation (<i>Thauera aromatica</i>);
PWY-5450	AROMATIC-COMPOUNDS-DEGRADATION;	benzene degradation;
PWY-6977	Macrolides-Biosynthesis; Super-Pathways;	superpathway of erythromycin biosynthesis;
PWY-6893	Thiamin-Diphosphate-Biosynthesis;	thiamine diphosphate biosynthesis II (Bacillus);
PWY-6956	AROMATIC-COMPOUNDS-DEGRADATION; Super-Pathways;	naphthalene degradation to acetyl-CoA;
PWY-7825	AROMATIC-COMPOUNDS-DEGRADATION;	juglone degradation;
P342-PWY	AROMATIC-COMPOUNDS-DEGRADATION;	orcinol degradation;
PWY-7944	C50-Carotenoids-Biosynthesis;	bacterioruberin biosynthesis;
PWY66-420	Metabolic-Regulators;	carnosine biosynthesis;
PWY-4981	PROLINE-SYN;	L-proline biosynthesis II (from arginine);
PWY-6182	AROMATIC-COMPOUNDS-DEGRADATION; Super-Pathways;	superpathway of salicylate degradation;
PWY-7008	AROMATIC-COMPOUNDS-DEGRADATION;	2-hydroxybiphenyl degradation;
PWY-6908	Thiamin-Diphosphate-Biosynthesis;	thiamine diphosphate biosynthesis IV (eukaryotes);
PWY-5770	Antibiotic-Biosynthesis;	phenazine-1-carboxylate biosynthesis;
PWY-6895	Super-Pathways; Thiamine-Biosynthesis;	superpathway of thiamine diphosphate biosynthesis II;
PWY-5845	Menaquinone-Biosynthesis; Super-Pathways;	superpathway of menaquinol-9 biosynthesis;
PWY-7652	ANTIBIOTIC-DEGRADATION;	echinocandin B degradation;
PWY0-1277	AROMATIC-COMPOUNDS-DEGRADATION; Super-Pathways;	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation;
P661-PWY	AROMATIC-COMPOUNDS-DEGRADATION;	dibenzo-<I>p</I>-dioxin degradation;
PWY-7808	ANTIBIOTIC-DEGRADATION; Antibiotic-Resistance;	tetracycline resistance;
PWY-6210	AROMATIC-COMPOUNDS-DEGRADATION;	2-aminophenol degradation;
PWY-5653	NAD-SYN;	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde;
HSERMETANA-PWY	Methionine-De-novo-Biosynthesis; Super-Pathways;	L-methionine biosynthesis III;
PWY-7011	AROMATIC-COMPOUNDS-DEGRADATION;	2-isopropylphenol degradation;
PWY-6327	Tetrathionate-Oxidation;	tetrathionate oxidation;
PWY-142	AROMATIC-COMPOUNDS-DEGRADATION;	<i>m</i>-xylene degradation (anaerobic);
PWY-5662	Glucosylglycerate-Biosynthesis;	glucosylglycerate biosynthesis I;
PWY-6532	AROMATIC-COMPOUNDS-DEGRADATION;	diphenylamine degradation;
PWY-6937	Steroids-Degradation; Super-Pathways;	superpathway of testosterone and androsterone degradation;
PWY-741	AROMATIC-COMPOUNDS-DEGRADATION;	<I>p</I>-cymene degradation to <I>p</I>-cumate;
2ASDEG-PWY	AROMATIC-COMPOUNDS-DEGRADATION;	orthanilate degradation;
PWY-5776	Antibiotic-Biosynthesis;	2-hydroxyphenazine biosynthesis;
THISYN-PWY	Super-Pathways; Thiamine-Biosynthesis;	superpathway of thiamine diphosphate biosynthesis I;
PWY-5062	AROMATIC-COMPOUNDS-DEGRADATION; Super-Pathways;	superpathway of nicotinate degradation;
PWY-6781	AROMATIC-COMPOUNDS-DEGRADATION;	chlorogenic acid degradation;
PWY-7142	Cyanide-Detoxification;	cyanide detoxification II;
PWY-7557	AROMATIC-COMPOUNDS-DEGRADATION;	(-)-dehydrodiconiferyl alcohol degradation;
PWY-5349	COUMARIN-SYN;	esculetin biosynthesis;
PWY-7109	Macrolides-Biosynthesis;	megalomicin A biosynthesis;
4TOLCARBDEG-PWY	AROMATIC-COMPOUNDS-DEGRADATION;	4-toluenecarboxylate degradation;
PWY-5273	AROMATIC-COMPOUNDS-DEGRADATION; Super-Pathways;	<i>p</i>-cumate degradation;
PWY-6685	Glucosylglycerate-Biosynthesis;	glucosylglycerate biosynthesis II;
PWY-6954	AROMATIC-COMPOUNDS-DEGRADATION; Super-Pathways;	superpathway of aromatic compound degradation via 2-hydroxypentadienoate;
PWY18HP-2	C50-Carotenoids-Biosynthesis;	decaprenoxanthin diglucoside biosynthesis;
PWY-6100	Metabolic-Regulators;	L-carnitine biosynthesis;
PWY-7795	AROMATIC-COMPOUNDS-DEGRADATION;	terephthalate degradation;
TRPKYNCAT-PWY	TRYPTOPHAN-DEG;	L-tryptophan degradation IV (via indole-3-lactate);
METHYLGALLATE-DEGRADATION-PWY	AROMATIC-COMPOUNDS-DEGRADATION;	methylgallate degradation;
PWY-5818	Antibiotic-Biosynthesis;	validamycin biosynthesis;
POLYISOPRENSYN-PWY	Polyprenyl-Biosynthesis; Super-Pathways;	polyisoprenoid biosynthesis (<i>E. coli</i>);
PWY-7282	HMP-PP-Biosynthesis;	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis (yeast);
PWY-5890	Menaquinone-Biosynthesis;	menaquinol-10 biosynthesis;
PWY-3162	TRYPTOPHAN-DEG;	L-tryptophan degradation V (side chain pathway);
PWY-5490	AROMATIC-COMPOUNDS-DEGRADATION;	paraoxon degradation;
PWY-7006	AROMATIC-COMPOUNDS-DEGRADATION;	4-amino-3-hydroxybenzoate degradation;
PWY-7982	AROMATIC-COMPOUNDS-DEGRADATION;	pinoresinol degradation;
PWY3O-4107	NAD-SYN;	NAD salvage pathway V (PNC V cycle);
PWY-5651	TRYPTOPHAN-DEG;	L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde;
PWY-5347	Methionine-De-novo-Biosynthesis; Super-Pathways;	superpathway of L-methionine biosynthesis (transsulfuration);
P345-PWY	AROMATIC-COMPOUNDS-DEGRADATION;	aldoxime degradation;
PWY-6185	AROMATIC-COMPOUNDS-DEGRADATION;	4-methylcatechol degradation (<i>ortho</i> cleavage);
TRPCAT-PWY	TRYPTOPHAN-DEG;	L-tryptophan degradation I (via anthranilate);
PWY-7010	AROMATIC-COMPOUNDS-DEGRADATION;	2-propylphenol degradation;
PWY-7772	Gamma-Resorcylate-Degradation;	&gamma;-resorcylate degradation II;
PWY-6948	Steroids-Degradation;	sitosterol degradation to androstenedione;
PWY5F9-3233	AROMATIC-COMPOUNDS-DEGRADATION;	phthalate degradation (aerobic);
PWY-5081	TRYPTOPHAN-DEG;	L-tryptophan degradation VIII (to tryptophol);
PARATHION-DEGRADATION-PWY	AROMATIC-COMPOUNDS-DEGRADATION;	parathion degradation;
PWY-5887	Antibiotic-Biosynthesis;	albaflavenone biosynthesis;
PWY-5785	Polyprenyl-Biosynthesis;	di-<i>trans</i>,poly-<i>cis</i>-undecaprenyl phosphate biosynthesis;
PWY-6890	HMP-PP-Biosynthesis;	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis;
PWY-6340	AROMATIC-COMPOUNDS-DEGRADATION;	5,5'-dehydrodivanillate degradation;
PWY-6307	TRYPTOPHAN-DEG;	L-tryptophan degradation X (mammalian, via tryptamine);
PWY-721	AROMATIC-COMPOUNDS-DEGRADATION;	3-methylquinoline degradation;
PWY-481	AROMATIC-COMPOUNDS-DEGRADATION;	ethylbenzene degradation (anaerobic);
TRYPDEG-PWY	TRYPTOPHAN-DEG;	L-tryptophan degradation II (via pyruvate);
PWY-6982	COUMARIN-SYN;	umbelliferone biosynthesis;
PWY-7415	Macrolides-Biosynthesis;	tylosin biosynthesis;
PWY-6550	AROMATIC-COMPOUNDS-DEGRADATION;	carbazole degradation;
PWY-7480	AROMATIC-COMPOUNDS-DEGRADATION;	2,3-dihydroxybenzoate degradation;
PWY-6910	Thiamin-Salvage;	hydroxymethylpyrimidine salvage;
PWY-7773	Gamma-Resorcylate-Degradation;	&gamma;-resorcylate degradation I;
PWY-7946	C50-Carotenoids-Biosynthesis;	sarcinaxanthin diglucoside biosynthesis;
PWY-7535	Metabolic-Regulators;	lovastatin biosynthesis;
PWY-6896	Thiamin-Salvage;	thiamine salvage I;
PWY-5929	Antibiotic-Biosynthesis;	puromycin biosynthesis;
PWY-5807	Polyprenyl-Biosynthesis;	heptaprenyl diphosphate biosynthesis;
PWY-6599	Guanine-Guanosine-Salvage;	guanine and guanosine salvage II;
PWY-5895	Menaquinone-Biosynthesis;	menaquinol-13 biosynthesis;
PWY-6899	Thiamin-Salvage;	base-degraded thiamine salvage;
METHGLYUT-PWY	Aldehyde-Degradation; Super-Pathways;	superpathway of methylglyoxal degradation;
PWY-6086	Chloroaromatic-Compounds-Degradation;	4-chloro-2-methylphenoxyacetate degradation;
PWY-6178	Chloroaromatic-Compounds-Degradation;	2,4,6-trichlorophenol degradation;
NAD-BIOSYNTHESIS-II	NAD-SYN;	NAD salvage pathway III (to nicotinamide riboside);
PWY-6898	Thiamin-Salvage;	thiamine salvage III;
PWY-7496	Chloroaromatic-Compounds-Degradation;	linuron degradation;
PWY-7823	Chloroaromatic-Compounds-Degradation;	chlorzoxazone degradation;
PWY-7356	Thiamin-Salvage;	thiamine salvage IV (yeast);
PWY-6085	Chloroaromatic-Compounds-Degradation;	2,4-dichlorophenoxyacetate degradation;
PWY-6944	Steroids-Degradation;	androstenedione degradation;
PWY-6107	Chloroaromatic-Compounds-Degradation;	chlorosalicylate degradation;
PWY-6200	Chloroaromatic-Compounds-Degradation;	2,4,5-trichlorophenoxyacetate degradation;
PWY-5930	Antibiotic-Biosynthesis;	terpentecin biosynthesis;
PWY-5893	Polyprenyl-Biosynthesis;	tridecaprenyl diphosphate biosynthesis;
PWY-6579	Guanine-Guanosine-Salvage; Super-Pathways;	superpathway of guanine and guanosine salvage;
PWY-7771	Chloroaromatic-Compounds-Degradation;	butachlor degradation;
PWY-6102	Chloroaromatic-Compounds-Degradation;	5-chloro-3-methyl-catechol degradation;
PWY-6197	Chloroaromatic-Compounds-Degradation;	chlorinated phenols degradation;
PWY-7057	COUMARIN-SYN; Interconversion;	cichoriin interconversion;
PWY-7624	Macrolides-Biosynthesis;	nystatin biosynthesis;
PWY-7574	Propionate-Degradation;	propanoyl-CoA degradation II;
PWY-7512	Chloroaromatic-Compounds-Degradation;	3,5,6-trichloro-2-pyridinol degradation;
PWY-6084	Chlorocatechol-Degradation;	3,5-dichlorocatechol degradation;
PWY-7945	C50-Carotenoids-Biosynthesis;	2,2'-bis-(4-hydroxy-3-methybut-2-enyl)-&beta;,&beta;-carotene monoglucoside biosynthesis;
PPGPPMET-PWY	Metabolic-Regulators;	ppGpp biosynthesis;
PWY-6094	Chlorocatechol-Degradation;	3,4,6-trichlorocatechol degradation;
PWY-6093	Chlorocatechol-Degradation;	4,5-dichlorocatechol degradation;
PWY-5940	Antibiotic-Biosynthesis;	streptomycin biosynthesis;
HEXPPSYN-PWY	Polyprenyl-Biosynthesis;	hexaprenyl diphosphate biosynthesis;
PWY-6606	Guanosine-Nucleotides-Degradation;	guanosine nucleotides degradation II;
PWY-6620	Guanine-Guanosine-Salvage;	guanine and guanosine salvage;
PWY-5898	Menaquinone-Biosynthesis; Super-Pathways;	superpathway of menaquinol-12 biosynthesis;
PWY-6087	Chlorocatechol-Degradation;	4-chlorocatechol degradation;
PWY-6214	3-Chlorocatechol-Degradation;	3-chlorocatechol degradation III (<i>meta</i> pathway);
PWY-6193	3-Chlorocatechol-Degradation;	3-chlorocatechol degradation II (<i>ortho</i>);
PWY-3502	NAD-SYN; Super-Pathways;	superpathway of NAD biosynthesis in eukaryotes;
PWY-6089	3-Chlorocatechol-Degradation;	3-chlorocatechol degradation I (<i>ortho</i>);
PWY-7754	Bile-Acids-Degradation;	bile acids degradation;
PWY-5984	Antibiotic-Biosynthesis; POLYKETIDE-SYN;	rifamycin B biosynthesis;
PWY-5783	Polyprenyl-Biosynthesis;	octaprenyl diphosphate biosynthesis;
PWY-6595	Guanosine-Nucleotides-Degradation; Super-Pathways;	superpathway of guanosine nucleotides degradation (plants);
PWY-6618	Guanine-Guanosine-Salvage;	guanine and guanosine salvage III;
PWY-5409	Divinyl-Ether-Biosynthesis;	divinyl ether biosynthesis II;
PWY-7304	COUMARIN-SYN;	3-amino-4,7-dihydroxy-coumarin biosynthesis;
PWY-6975	Macrolides-Biosynthesis; Super-Pathways;	superpathway of erythromycin biosynthesis (without sugar biosynthesis);
PROPIONMET-PWY	Propionate-Degradation;	propanoyl CoA degradation I;
GLUTAMATE-SYN2-PWY	GLUTAMATE-SYN;	L-glutamate biosynthesis II;
GALACTARDEG-PWY	D-Galactarate-Degradation;	D-galactarate degradation I;
ILEUDEG-PWY	ISOLEUCINE-DEG;	L-isoleucine degradation I;
PWY-6405	Metabolic-Regulators;	Rapoport-Luebering glycolytic shunt;
PWY-5993	Antibiotic-Biosynthesis; Super-Pathways;	superpathway of rifamycin B biosynthesis;
PWY-5806	Polyprenyl-Biosynthesis;	all-<i>trans</i>-decaprenyl diphosphate biosynthesis;
PWY-6608	Guanosine-Nucleotides-Degradation;	guanosine nucleotides degradation III;
PWY-5838	Menaquinone-Biosynthesis; Super-Pathways;	superpathway of menaquinol-8 biosynthesis I;
PWY-5406	Divinyl-Ether-Biosynthesis; Metabolic-Clusters;	divinyl ether biosynthesis I;
PWY3O-4106	NAD-SYN;	NAD salvage pathway IV (from nicotinamide riboside);
PWY-6497	D-Galactarate-Degradation;	D-galactarate degradation II;
PWY-5078	ISOLEUCINE-DEG;	L-isoleucine degradation II;
PWY-6518	Bile-Acids-Degradation;	glycocholate metabolism (bacteria);
PWY-6001	Linoleate-Biosynthesis;	linoleate biosynthesis II (animals);
PWY-6003	Antibiotic-Biosynthesis;	gramicidin S biosynthesis;
PWY-5817	Polyprenyl-Biosynthesis;	dodecaprenyl diphosphate biosynthesis;
PWY-6607	Guanosine-Nucleotides-Degradation;	guanosine nucleotides degradation I;
PWY-5319	COUMARIN-SYN; PHENYLPROPANOID-DERIVATIVE-DEG;	coumarin metabolism (to melilotic acid);
PWY-7108	Macrolides-Biosynthesis;	erythromycin A biosynthesis;
PWY0-42	Methyl-Citrate-Cycle;	2-methylcitrate cycle I;
PWY-4341	GLUTAMATE-SYN;	L-glutamate biosynthesis V;
PWY-7804	Glyphosate-Degradation;	glyphosate degradation I;
PWY66-423	Metabolic-Regulators;	fructose 2,6-bisphosphate biosynthesis;
PWY-6322	Antibiotic-Biosynthesis;	phosphinothricin tripeptide biosynthesis;
PWY-6520	Polyprenyl-Biosynthesis;	nonaprenyl diphosphate biosynthesis II;
PWY-7932	Halogenated-Aromatics-Biosynthesis;	polybrominated biphenyls and diphenyl ethers biosynthesis;
PWY-7992	Menaquinone-Biosynthesis; Super-Pathways;	superpathway of menaquinol-8 biosynthesis III;
PWY0-981	Taurine-degradation;	taurine degradation IV;
PWY-1722	C1-COMPOUNDS;	formate assimilation into 5,10-methylenetetrahydrofolate;
PYRIDNUCSYN-PWY	NAD-SYN;	NAD <i>de novo</i> biosynthesis I (from aspartate);
PWY-1264	Taurine-degradation;	taurine degradation II;
PWY-7822	Chitin-Degradation;	chitin degradation III (Serratia);
TAURINEDEG-PWY	Taurine-degradation;	taurine degradation III;
PWY-7807	Glyphosate-Degradation;	glyphosate degradation III;
PWY-5995	Linoleate-Biosynthesis;	linoleate biosynthesis I (plants);
PWY-1263	Taurine-degradation;	taurine degradation I;
PWY-6324	Antibiotic-Biosynthesis;	rebeccamycin biosynthesis;
PWY-5122	Polyprenyl-Biosynthesis;	geranyl diphosphate biosynthesis;
PWY-7935	Halogenated-Aromatics-Biosynthesis;	spongiadioxin C biosynthesis;
PWY-7791	UMP-Biosynthesis;	UMP biosynthesis III;
PWY-7750	C1-COMPOUNDS;	carbon monoxide oxidation to CO<sub>2</sub>;
PWY-5811	Indole-3-Acetate-Inactivation;	indole-3-acetate inactivation VII;
PWY-6792	COUMARIN-SYN;	scopoletin biosynthesis;
PWY-7412	Macrolides-Biosynthesis;	mycinamicin biosynthesis;
PWY-5747	Methyl-Citrate-Cycle;	2-methylcitrate cycle II;
PWY-7790	UMP-Biosynthesis;	UMP biosynthesis II;
GLUGLNSYN-PWY	GLUTAMATE-SYN;	L-glutamate biosynthesis IV;
PWY-6906	Chitin-Degradation;	chitin derivatives degradation;
PWY-7806	Glyphosate-Degradation;	glyphosate degradation II;
PWY-5686	UMP-Biosynthesis;	UMP biosynthesis I;
PWY-6345	Antibiotic-Biosynthesis;	K-252 biosynthesis;
PWY-5805	Polyprenyl-Biosynthesis;	nonaprenyl diphosphate biosynthesis I;
CO2FORM-PWY	C1-COMPOUNDS; METHANOGENESIS;	methanogenesis from methanol;
PWY-7931	Halogenated-Aromatics-Biosynthesis;	brominated pyrroles biosynthesis;
PWY-5844	Menaquinone-Biosynthesis;	menaquinol-9 biosynthesis;
P283-PWY	Hydrogen-Oxidation;	hydrogen oxidation I (aerobic);
PWY-1961	Indole-3-Acetate-Inactivation;	indole-3-acetate inactivation I;
PWY-6902	Chitin-Degradation;	chitin degradation II (Vibrio);
