#Pathway_id	Type	Name	ECs	total_family	total_family_found	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
PWY-6383	"Polyprenyl-Biosynthesis;"	"mono-<i>trans</i>, poly-<i>cis</i> decaprenyl phosphate biosynthesis;"	2.5.1.-+3.6.1.-+5.3.3.2	5	3	53	0.51	8235.54	0.53	986.19	0.77	1740.38	0.81	2890.94	0.31	2618.02	0.86
PWY-6419	"Shikimate-Degradation;"	"shikimate degradation II;"	1.1.1.-	2	1	12	0.12	840.22	0.05	3.60	0.00	19.99	0.01	812.50	0.09	4.12	0.00
PWY-2221	"Entner-Duodoroff-Pathways;"	"Entner-Doudoroff pathway III (semi-phosphorylative);"	1.2.1.3+2.7.1.40+2.7.1.45+4.1.2.14+4.2.1.11+5.1.3.3	10	6	16	0.15	1226.15	0.08	11.29	0.01	5.64	0.00	1206.27	0.13	2.95	0.00
PWY-5175	"C40-Carotenoids-Biosynthesis;"	"lactucaxanthin biosynthesis;"	1.14.99.-+5.5.1.-	2	2	9	0.09	650.05	0.04	29.03	0.02	0.85	0.00	617.41	0.07	2.77	0.00
P661-PWY	"AROMATIC-COMPOUNDS-DEGRADATION;"	"dibenzo-<I>p</I>-dioxin degradation;"	1.13.11.-+1.14.12.-+3.7.1.-	3	3	6	0.06	343.34	0.02	2.43	0.00	4.28	0.00	333.84	0.04	2.79	0.00
UDPNACETYLGALSYN-PWY	"UDP-NAc-Glucosamine-Biosynthesis;"	"UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II;"	2.6.1.16+2.7.7.23	4	2	7	0.07	645.34	0.04	5.10	0.00	1.48	0.00	635.97	0.07	2.79	0.00
PWY-5876	"ISOQUINOLINE-ALKALOIDS;"	"magnoflorine biosynthesis;"	2.1.1.-	2	1	37	0.36	3582.07	0.23	376.29	0.29	605.32	0.28	1669.61	0.18	930.85	0.31
PWY0-1313	"CARBOXYLATES-DEG;"	"acetate conversion to acetyl-CoA;"	6.2.1.1	1	1	4	0.04	286.86	0.02	0.80	0.00	4.06	0.00	279.20	0.03	2.79	0.00
PWY-102	"GIBBERELLINS-DEGRADATION; Gibberellin-Inactivation; Metabolic-Clusters;"	"gibberellin inactivation I (2&beta;-hydroxylation);"	1.14.11.-	2	1	2	0.02	263.05	0.02	0.00	0.00	0.56	0.00	262.12	0.03	0.36	0.00
ARGSYNBSUB-PWY	"ARGININE-SYN;"	"L-arginine biosynthesis II (acetyl cycle);"	1.2.1.38+2.1.3.3+2.3.1.1+2.3.1.35+2.6.1.11+2.7.2.8+4.3.2.1+6.3.4.5+6.3.5.5	9	9	56	0.54	5160.77	0.33	418.80	0.33	1577.18	0.73	2764.55	0.30	400.25	0.13
POLYAMINSYN3-PWY	"Polyamine-Biosynthesis; Super-Pathways;"	"superpathway of polyamine biosynthesis II;"	2.5.1.16+3.5.1.53+4.1.1.19+4.1.1.50	7	4	5	0.05	310.55	0.02	7.80	0.01	0.50	0.00	300.35	0.03	1.90	0.00
PWY-6565	"Polyamine-Biosynthesis; Super-Pathways;"	"superpathway of polyamine biosynthesis III;"	1.2.1.11+1.5.1.-+2.6.1.76+2.7.2.4	5	4	11	0.11	825.09	0.05	25.70	0.02	2.82	0.00	789.82	0.09	6.75	0.00
PWY-5756	"TRITERPENOID-SYN;"	"saponin biosynthesis II;"	2.4.1.-	2	1	10	0.10	2365.78	0.15	290.39	0.23	591.53	0.27	583.98	0.06	899.88	0.30
PWY-5419	"Catechol-Degradation;"	"catechol degradation to 2-hydroxypentadienoate II;"	1.13.11.2+5.3.2.-	3	2	2	0.02	114.61	0.01	2.27	0.00	0.05	0.00	112.24	0.01	0.06	0.00
PWY-5939	"Acetoin-Biosynthesis;"	"pyruvate fermentation to (<i>R</i>)-acetoin II;"	2.2.1.6	2	1	11	0.11	630.64	0.04	1.17	0.00	6.42	0.00	619.83	0.07	3.21	0.00
P481-PWY	"Other-Degradation;"	"adamantanone degradation;"	1.14.-.-	1	1	5	0.05	306.19	0.02	0.37	0.00	4.10	0.00	300.52	0.03	1.20	0.00
PWY-4041	"Reductants; Super-Pathways;"	"&gamma;-glutamyl cycle;"	2.3.2.2+3.4.11.2+3.5.2.9+6.3.2.2+6.3.2.3	6	5	14	0.13	2233.08	0.14	333.40	0.26	609.08	0.28	394.85	0.04	895.75	0.30
PWY-6168	"Flavin-Biosynthesis;"	"flavin biosynthesis III (fungi);"	2.5.1.78+2.5.1.9+2.7.1.26+2.7.7.2+3.5.4.-+3.5.4.25+4.1.99.12	8	7	24	0.23	1793.12	0.11	52.69	0.04	35.36	0.02	1697.37	0.18	7.70	0.00
PWY-6000	"Gamma-linolenate-Biosynthesis;"	"&gamma;-linolenate biosynthesis II (animals);"	6.2.1.3	2	1	9	0.09	642.72	0.04	20.47	0.02	7.42	0.00	612.67	0.07	2.16	0.00
PWY-6502	"Detoxification; Metabolic-Clusters;"	"oxidized GTP and dGTP detoxification;"	3.6.1.-	1	1	26	0.25	6461.19	0.41	936.75	0.73	1721.76	0.80	1198.65	0.13	2604.03	0.86
PWY-5459	"Methylglyoxal-Detoxification; Super-Pathways;"	"methylglyoxal degradation IV;"	1.2.1.22	2	1	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
SULFMETII-PWY	"Assimilatory-Sulfate-Reduction;"	"assimilatory sulfate reduction II;"	1.8.7.1	3	1	2	0.02	264.10	0.02	0.01	0.00	0.42	0.00	263.31	0.03	0.36	0.00
PWY-5825	"ISOFLAVONOID-SYN;"	"dalpatein and dalnigrein biosynthesis;"	3.2.1.-	1	1	6	0.06	172.32	0.01	1.93	0.00	19.97	0.01	146.90	0.02	3.52	0.00
PWY-5467	"INDOLE-ALKALOIDS;"	"gramine biosynthesis;"	2.1.1.-	1	1	37	0.36	3582.07	0.23	376.29	0.29	605.32	0.28	1669.61	0.18	930.85	0.31
PWY-181	"Photosynthesis;"	"photorespiration;"	2.1.2.1+2.6.1.45+2.7.1.31+3.1.3.18+4.1.1.-	8	5	12	0.12	584.29	0.04	0.15	0.00	8.75	0.00	571.73	0.06	3.65	0.00
PWY-5838	"Menaquinone-Biosynthesis; Super-Pathways;"	"superpathway of menaquinol-8 biosynthesis I;"	2.1.1.163+2.2.1.9+2.5.1.-+3.1.2.-+4.1.3.36+4.2.1.113+4.2.99.20+5.4.4.2+6.2.1.26	10	9	44	0.42	4352.21	0.28	398.85	0.31	613.18	0.28	2426.92	0.26	913.26	0.30
PWY-6550	"AROMATIC-COMPOUNDS-DEGRADATION;"	"carbazole degradation;"	1.13.11.-+1.14.12.-+3.7.1.-	3	3	6	0.06	343.34	0.02	2.43	0.00	4.28	0.00	333.84	0.04	2.79	0.00
PWY1-3	"Storage-Compounds-Biosynthesis;"	"polyhydroxybutanoate biosynthesis;"	1.1.1.36+2.3.1.-+2.3.1.9	3	3	32	0.31	1733.41	0.11	36.31	0.03	20.34	0.01	1667.12	0.18	9.65	0.00
PWY-5076	"LEUCINE-DEG;"	"L-leucine degradation III;"	1.1.1.1+2.6.1.42+4.1.1.1	3	3	14	0.13	764.37	0.05	27.86	0.02	14.94	0.01	709.34	0.08	12.24	0.00
PWY-5941	"Glycan-Degradation; Glycogen-Degradation;"	"glycogen degradation II;"	2.4.1.1+2.4.1.25+5.4.2.2	4	3	9	0.09	397.29	0.03	6.70	0.01	40.33	0.02	342.92	0.04	7.34	0.00
ALADEG-PWY	"ALANINE-DEG;"	"L-alanine degradation I;"	5.1.1.1	2	1	2	0.02	111.30	0.01	0.91	0.00	0.06	0.00	110.14	0.01	0.19	0.00
PWY-6285	"Fatty-acid-biosynthesis; Super-Pathways;"	"superpathway of fatty acids biosynthesis (<i>E. coli</i>);"	1.1.1.100+1.3.1.9+2.3.1.179+2.3.1.180+2.3.1.39+2.3.1.41+4.2.1.59+6.4.1.2	15	8	36	0.35	4029.91	0.26	343.95	0.27	593.02	0.28	2226.48	0.24	866.46	0.29
CENTBENZCOA-PWY	"Benzoyl-CoA-Degradation;"	"benzoyl-CoA degradation II (anaerobic);"	1.1.1.-+2.3.1.-+3.7.1.-+4.2.1.-	6	4	44	0.42	2724.76	0.17	40.07	0.03	34.45	0.02	2638.82	0.29	11.42	0.00
PWY-5319	"COUMARIN-SYN; PHENYLPROPANOID-DERIVATIVE-DEG;"	"coumarin metabolism (to melilotic acid);"	1.3.-.-	2	1	4	0.04	139.60	0.01	2.90	0.00	33.03	0.02	97.60	0.01	6.07	0.00
PWY-5177	"CARBOXYLATES-DEG;"	"glutaryl-CoA degradation;"	1.1.1.35+2.3.1.9	4	2	10	0.10	291.75	0.02	2.47	0.00	10.61	0.00	273.19	0.03	5.47	0.00
PWY0-163	""	""	2.4.2.9+2.7.1.-+2.7.1.48+2.7.4.14+2.7.4.6+3.5.4.1+3.5.4.5	8	7	28	0.27	1509.03	0.10	57.80	0.05	10.82	0.01	1429.59	0.16	10.82	0.00
PWY-5993	"Antibiotic-Biosynthesis; Super-Pathways;"	"superpathway of rifamycin B biosynthesis;"	2.2.1.1	1	1	6	0.06	1915.98	0.12	308.96	0.24	564.15	0.26	189.35	0.02	853.52	0.28
PWY-6320	"AROMATIC-COMPOUNDS-BIOSYN;"	"phaselate biosynthesis;"	3.1.2.-+6.2.1.12	4	2	8	0.08	309.07	0.02	18.39	0.01	8.61	0.00	277.01	0.03	5.06	0.00
PWY-5789	"Autotrophic-CO2-Fixation;"	"3-hydroxypropanoate/4-hydroxybutanate cycle;"	1.1.1.-+1.1.1.35+1.3.1.84+2.3.1.9+4.2.1.116+5.1.99.1+5.4.99.2+6.4.1.2+6.4.1.3	16	9	49	0.47	3016.43	0.19	72.01	0.06	58.71	0.03	2861.36	0.31	24.35	0.01
PWY-5379	"CYCLITOLS-DEG; SUGAR-DERIVS;"	"B series fagopyritols biosynthesis;"	2.4.1.-	1	1	10	0.10	2365.78	0.15	290.39	0.23	591.53	0.27	583.98	0.06	899.88	0.30
ARO-PWY	"Chorismate-Biosynthesis; Super-Pathways;"	"chorismate biosynthesis I;"	1.1.1.25+2.5.1.19+2.5.1.54+2.7.1.71+4.2.1.10+4.2.3.4+4.2.3.5	8	7	12	0.12	907.56	0.06	6.08	0.00	25.18	0.01	869.97	0.09	6.34	0.00
PWY-5656	"Mannosylglycerate-Biosynthesis;"	"mannosylglycerate biosynthesis I;"	3.1.3.70	2	1	1	0.01	13.57	0.00	0.23	0.00	0.01	0.00	13.23	0.00	0.10	0.00
PWY-5086	"Chlorophyll-a-Biosynthesis;"	"chlorophyll <i>a</i> biosynthesis I;"	2.5.1.62	1	1	1	0.01	72.73	0.00	0.00	0.00	0.02	0.00	72.68	0.01	0.03	0.00
PWY-6443	"Benzoate-Biosynthesis; Super-Pathways;"	"benzoate biosynthesis I (CoA-dependent, &beta;-oxidative);"	6.2.1.-+6.2.1.25	3	2	6	0.06	478.89	0.03	10.41	0.01	93.36	0.04	327.55	0.04	47.57	0.02
PWY0-42	"Methyl-Citrate-Cycle;"	"2-methylcitrate cycle I;"	2.3.3.5+4.1.3.30+4.2.1.79+4.2.1.99	5	4	4	0.04	211.86	0.01	0.00	0.00	0.70	0.00	210.99	0.02	0.17	0.00
PWY-2201	"Folate-Transformations;"	"folate transformations I;"	1.5.1.20+1.5.1.5+2.1.1.13+2.1.2.1+3.5.1.10+3.5.4.9+6.3.3.2+6.3.4.3	11	8	16	0.15	1043.25	0.07	54.20	0.04	32.06	0.01	933.48	0.10	23.52	0.01
PWY-5773	"SESQUITERPENOID-SYN;"	"gossypol biosynthesis;"	1.14.13.-+2.1.1.-	3	2	40	0.38	3747.26	0.24	384.42	0.30	605.42	0.28	1826.14	0.20	931.28	0.31
PWY0-1275	"Lipoate-Biosynthesis;"	"lipoate biosynthesis and incorporation II;"	2.8.1.8	1	1	2	0.02	205.03	0.01	0.01	0.00	0.42	0.00	202.61	0.02	2.00	0.00
PWY-6318	"PHENYLALANINE-DEG;"	"L-phenylalanine degradation IV (mammalian, via side chain);"	1.13.11.27+2.3.1.-+2.6.1.1+6.2.1.-	8	4	36	0.35	2329.67	0.15	43.67	0.03	123.66	0.06	2104.55	0.23	57.78	0.02
PWY-5404	"BETALAIN-ALKALOIDS;"	"betaxanthin biosynthesis (via dopaxanthin);"	1.10.3.-	2	1	10	0.10	2239.05	0.14	310.89	0.24	582.66	0.27	486.85	0.05	858.64	0.28
PWY-6121	"AIR-Biosynthesis;"	"5-aminoimidazole ribonucleotide biosynthesis I;"	2.1.2.2+2.4.2.14+6.3.3.1+6.3.4.13+6.3.5.3	5	5	16	0.15	984.45	0.06	3.77	0.00	2.17	0.00	974.48	0.11	4.04	0.00
PWY-5897	"Menaquinone-Biosynthesis; Super-Pathways;"	"superpathway of menaquinol-11 biosynthesis;"	2.1.1.163+2.2.1.9+2.5.1.-+3.1.2.-+4.1.3.36+4.2.1.113+4.2.99.20+5.4.4.2+6.2.1.26	10	9	44	0.42	4352.21	0.28	398.85	0.31	613.18	0.28	2426.92	0.26	913.26	0.30
UBISYN-PWY	"Super-Pathways; Ubiquinone-Biosynthesis;"	"superpathway of ubiquinol-8 biosynthesis (prokaryotic);"	1.14.14.-+2.1.1.-+4.1.1.-	5	3	41	0.39	3794.20	0.24	376.38	0.29	605.97	0.28	1880.80	0.20	931.05	0.31
P421-PWY	"4-Nitrotoluene-Degradation;"	"4-nitrotoluene degradation I;"	1.1.99.-+1.14.13.-	3	2	6	0.06	345.16	0.02	8.49	0.01	4.44	0.00	330.60	0.04	1.63	0.00
PWY-6544	"Super-Pathways;"	"superpathway of C28 brassinosteroid biosynthesis;"	1.14.-.-+1.14.13.-+1.3.99.-	6	3	23	0.22	1160.19	0.07	10.22	0.01	8.87	0.00	1136.09	0.12	5.01	0.00
PWY-5070	"GIBBERELLINS-BIOSYNTHESIS;"	"gibberellin biosynthesis I (non C-3, non C-13 hydroxylation);"	1.14.11.-	1	1	2	0.02	263.05	0.02	0.00	0.00	0.56	0.00	262.12	0.03	0.36	0.00
TOLUENE-DEG-4-OH-PWY	"TOLUENE-DEG;"	"toluene degradation to 4-methylphenol;"	1.14.13.-+1.14.13.2	4	2	4	0.04	190.82	0.01	8.15	0.01	3.45	0.00	178.04	0.02	1.18	0.00
P302-PWY	"Sugars-And-Polysaccharides-Degradation;"	"L-sorbose degradation;"	1.1.1.-	2	1	12	0.12	840.22	0.05	3.60	0.00	19.99	0.01	812.50	0.09	4.12	0.00
PWY-5738	"GDP-Sugar-Biosynthesis;"	"GDP-6-deoxy-D-talose biosynthesis;"	4.2.1.47	2	1	2	0.02	277.36	0.02	0.02	0.00	0.67	0.00	276.00	0.03	0.68	0.00
PWY-5137	"Fatty-Acid-Degradation;"	"fatty acid &beta;-oxidation III (unsaturated, odd number);"	5.3.3.8	1	1	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
GLYCLEAV-PWY	"GLYCINE-DEG;"	"glycine cleavage;"	1.4.4.2+1.8.1.4+2.1.2.10	3	3	16	0.15	867.13	0.06	37.37	0.03	7.34	0.00	817.84	0.09	4.57	0.00
P142-PWY	"Pyruvate-Acetate-Fermentation; Super-Pathways;"	"pyruvate fermentation to acetate I;"	2.3.1.8+2.7.2.1	3	2	6	0.06	269.19	0.02	14.76	0.01	0.12	0.00	252.49	0.03	1.82	0.00
PWY0-181	""	""	2.4.2.4+2.7.1.21	3	2	2	0.02	249.92	0.02	0.02	0.00	0.52	0.00	248.97	0.03	0.41	0.00
PWY-6122	"AIR-Biosynthesis;"	"5-aminoimidazole ribonucleotide biosynthesis II;"	2.1.2.-+2.4.2.14+6.3.3.1+6.3.4.13+6.3.5.3	5	5	16	0.15	969.15	0.06	3.77	0.00	2.19	0.00	959.16	0.10	4.04	0.00
PWY-3502	"NAD-SYN; Super-Pathways;"	"superpathway of NAD biosynthesis in eukaryotes;"	1.13.11.11+1.14.13.9+2.4.2.19+2.7.7.18+3.5.1.19+3.7.1.3+6.3.5.1	14	7	14	0.13	1050.87	0.07	3.28	0.00	19.32	0.01	1019.79	0.11	8.48	0.00
PWY-6237	""	""	1.17.1.4	1	1	1	0.01	71.59	0.00	0.00	0.00	0.01	0.00	71.56	0.01	0.02	0.00
PWY-2301	"Cyclitols-Biosynthesis;"	"<i>myo</i>-inositol biosynthesis;"	3.1.3.25+5.5.1.4	2	2	6	0.06	386.44	0.02	2.52	0.00	0.86	0.00	379.75	0.04	3.31	0.00
HYDROXYPRODEG-PWY	"Hydroxyprolines-Degradation;"	"<i>trans</i>-4-hydroxy-L-proline degradation I;"	4.1.3.16	4	1	1	0.01	13.31	0.00	0.02	0.00	0.24	0.00	11.71	0.00	1.34	0.00
PENTOSE-P-PWY	"Pentose-Phosphate-Cycle; Super-Pathways;"	"pentose phosphate pathway;"	1.1.1.44+2.2.1.1+2.2.1.2+5.1.3.1+5.3.1.6	7	5	15	0.14	4225.05	0.27	596.23	0.47	1153.06	0.54	722.38	0.08	1753.38	0.58
PWY-3461	"TYROSINE-SYN;"	"L-tyrosine biosynthesis II;"	1.3.1.-+5.4.99.5	3	2	15	0.14	2576.40	0.16	326.73	0.25	600.48	0.28	743.34	0.08	905.84	0.30
PWY-5199	"Cofactor-Biosynthesis;"	"factor 420 polyglutamylation;"	6.3.2.31+6.3.2.34	2	2	2	0.02	41.21	0.00	0.48	0.00	0.17	0.00	40.35	0.00	0.21	0.00
PWY-2361	"CARBOXYLATES-DEG;"	"3-oxoadipate degradation;"	2.3.1.174+2.8.3.6	2	2	2	0.02	56.15	0.00	0.01	0.00	3.77	0.00	51.41	0.01	0.95	0.00
PWY-6166	""	""	3.6.3.-	1	1	42	0.40	6107.76	0.39	647.48	0.50	1143.84	0.53	2591.40	0.28	1725.04	0.57
PWY-5839	"Menaquinone-Biosynthesis;"	"menaquinol-7 biosynthesis;"	2.1.1.163	2	1	2	0.02	99.42	0.01	8.13	0.01	0.08	0.00	89.64	0.01	1.58	0.00
PWY-3661	"Glycine-Betaine-Degradation;"	"glycine betaine degradation I;"	1.5.3.1+2.1.2.1+4.3.1.17	5	3	8	0.08	562.87	0.04	0.10	0.00	12.12	0.01	544.60	0.06	6.06	0.00
PWY-621	"SUCROSE-DEG;"	"sucrose degradation III (sucrose invertase);"	2.4.1.13+2.7.1.4+2.7.7.9+3.2.1.26+5.3.1.9+5.4.2.2	8	6	16	0.15	828.19	0.05	6.48	0.01	24.21	0.01	792.63	0.09	4.87	0.00
HOMOSER-METSYN-PWY	"Methionine-De-novo-Biosynthesis;"	"L-methionine biosynthesis I;"	2.1.1.13+2.3.1.46+2.5.1.48	5	3	5	0.05	337.24	0.02	21.15	0.02	23.45	0.01	272.84	0.03	19.82	0.01
PWY0-1261	"Anhydromuropeptides-Recycling;"	"anhydromuropeptides recycling I;"	2.7.1.-+4.2.-.-	2	2	11	0.11	623.35	0.04	19.19	0.01	5.34	0.00	594.38	0.06	4.42	0.00
PWY-5505	"GLUTAMATE-SYN; GLUTAMINE-SYN; Metabolic-Clusters; Super-Pathways;"	"L-glutamate and L-glutamine biosynthesis;"	1.4.1.13+1.4.1.3+1.4.1.4+6.3.1.2	6	4	17	0.16	948.74	0.06	14.90	0.01	12.33	0.01	915.45	0.10	6.07	0.00
CHOLINE-BETAINE-ANA-PWY	"Choline-Degradation;"	"choline degradation I;"	1.1.99.1+1.2.1.8	2	2	3	0.03	473.99	0.03	0.34	0.00	1.41	0.00	471.13	0.05	1.10	0.00
PWY-5163	"AROMATIC-COMPOUNDS-DEGRADATION;"	"<I>p</I>-cumate degradation to 2-hydroxypentadienoate;"	1.13.11.-+3.7.1.-+4.1.1.-	4	3	7	0.07	217.53	0.01	2.47	0.00	0.74	0.00	212.54	0.02	1.78	0.00
PWY-6558	"Glycosaminoglycans-Biosynthesis;"	"heparan sulfate biosynthesis (late stages);"	2.8.2.-+3.1.1.-	10	2	5	0.05	259.93	0.02	0.47	0.00	0.82	0.00	256.67	0.03	1.98	0.00
PWY-5100	"Pyruvate-Acetate-Fermentation; Pyruvate-Lactate-Fermentation; Super-Pathways;"	"pyruvate fermentation to acetate and lactate II;"	1.1.1.27+2.3.1.8+2.7.2.1	4	3	9	0.09	435.10	0.03	25.26	0.02	0.46	0.00	407.20	0.04	2.17	0.00
PWY-5476	"ELLAGITANNINS;"	"cornusiin E biosynthesis;"	1.10.3.-	1	1	10	0.10	2239.05	0.14	310.89	0.24	582.66	0.27	486.85	0.05	858.64	0.28
CRNFORCAT-PWY	"Creatinine-Degradation;"	"creatinine degradation I;"	1.5.3.1+3.5.2.10	4	2	5	0.05	454.64	0.03	0.06	0.00	8.03	0.00	442.89	0.05	3.65	0.00
PWY-6461	"Peptidoglycan-Cross-Bridge-Biosynthesis;"	"peptidoglycan cross-bridge biosynthesis II (E. faecium);"	6.3.1.-	2	1	2	0.02	116.93	0.01	0.03	0.00	0.23	0.00	116.60	0.01	0.08	0.00
PWY-3981	"Beta-Alanine-Biosynthesis;"	"&beta;-alanine biosynthesis I;"	1.2.1.3	2	1	4	0.04	181.68	0.01	0.13	0.00	0.26	0.00	181.16	0.02	0.13	0.00
PWY-5068	"Chlorophyll-a-Biosynthesis;"	"chlorophyll cycle;"	2.5.1.-+2.5.1.62	4	2	25	0.24	1699.65	0.11	46.92	0.04	15.45	0.01	1624.03	0.18	13.26	0.00
UDPNAGSYN-PWY	"UDP-NAc-Glucosamine-Biosynthesis;"	"UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I;"	2.3.1.157+2.6.1.16+2.7.7.23+5.4.2.10	4	4	9	0.09	718.41	0.05	5.10	0.00	1.63	0.00	707.52	0.08	4.16	0.00
PWY-5537	"Pyruvate-Acetate-Fermentation; Super-Pathways;"	"pyruvate fermentation to acetate V;"	1.2.1.-+6.2.1.5	2	2	14	0.13	2996.95	0.19	321.71	0.25	574.63	0.27	1241.54	0.14	859.07	0.28
RIBITOLUTIL-PWY	"SUGAR-ALCOHOLS-DEG;"	"ribitol degradation;"	2.7.1.47+5.1.3.1	3	2	4	0.04	325.64	0.02	2.38	0.00	0.42	0.00	322.44	0.04	0.41	0.00
PWY-5165	"4-Toluenesulfonate-Degradation;"	"4-toluenesulfonate degradation II;"	1.14.12.-	1	1	2	0.02	244.99	0.02	0.04	0.00	4.16	0.00	239.60	0.03	1.19	0.00
PWY-6223	"Gentisate-Degradation;"	"gentisate degradation I;"	1.13.11.4	2	1	2	0.02	60.26	0.00	0.05	0.00	7.15	0.00	51.44	0.01	1.62	0.00
PWY-5168	"CINNAMATE-SYN;"	"ferulate and sinapate biosynthesis;"	1.14.13.-+1.2.1.68	3	2	4	0.04	178.35	0.01	8.39	0.01	0.10	0.00	169.36	0.02	0.49	0.00
PWY-6263	"Menaquinone-Biosynthesis; Super-Pathways;"	"superpathway of menaquinol-8 biosynthesis II;"	2.1.1.163+2.5.1.-	3	2	27	0.26	1799.07	0.11	55.04	0.04	15.53	0.01	1713.66	0.19	14.84	0.00
PWY-6533	"AROMATIC-COMPOUNDS-DEGRADATION;"	"aniline degradation;"	1.14.12.-	1	1	2	0.02	244.99	0.02	0.04	0.00	4.16	0.00	239.60	0.03	1.19	0.00
P601-PWY	"Camphor-Degradation;"	"(+)-camphor degradation;"	1.1.1.1+1.14.13.-+6.2.1.-	4	3	12	0.12	648.05	0.04	18.60	0.01	100.88	0.05	477.34	0.05	51.24	0.02
PWY-841	"Purine-Nucleotide-De-Novo-Biosynthesis; Super-Pathways;"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I;"	1.1.1.205+2.1.2.2+2.1.2.3+2.4.2.14+3.5.4.10+4.1.1.21+4.3.2.2+6.3.2.6+6.3.3.1+6.3.4.13+6.3.4.4+6.3.5.2+6.3.5.3	13	13	37	0.36	4418.07	0.28	363.39	0.28	618.07	0.29	2532.79	0.28	903.82	0.30
BETSYN-PWY	"Betaine-Biosynthesis;"	"glycine betaine biosynthesis I (Gram-negative bacteria);"	1.1.99.1+1.2.1.8	2	2	3	0.03	473.99	0.03	0.34	0.00	1.41	0.00	471.13	0.05	1.10	0.00
ASPARAGINE-BIOSYNTHESIS	"ASPARAGINE-SYN;"	"L-asparagine biosynthesis I;"	6.3.5.4	1	1	1	0.01	28.60	0.00	0.03	0.00	3.93	0.00	23.76	0.00	0.88	0.00
SERDEG-PWY	"SERINE-DEG;"	"L-serine degradation;"	4.3.1.17	1	1	2	0.02	80.22	0.01	0.00	0.00	0.16	0.00	78.48	0.01	1.57	0.00
PWY0-1335	"AEROBIC-RESPIRATION; Electron-Transfer;"	"NADH to cytochrome <i>bo</i> oxidase electron transfer I;"	1.6.5.3	2	1	1	0.01	74.07	0.00	0.00	0.00	0.01	0.00	74.05	0.01	0.01	0.00
PWY-5856	"Ubiquinone-Biosynthesis;"	"ubiquinol-9 biosynthesis (prokaryotic);"	2.1.1.-+2.1.1.64+4.1.1.-	5	3	43	0.41	3985.59	0.25	376.41	0.29	610.11	0.28	2066.91	0.23	932.16	0.31
ASPARTATESYN-PWY	"ASPARTATE-SYN;"	"L-aspartate biosynthesis;"	2.6.1.1	1	1	6	0.06	414.45	0.03	7.53	0.01	20.64	0.01	381.70	0.04	4.58	0.00
PWY0-845	"Super-Pathways; Vitamin-B6-Biosynthesis;"	"superpathway of pyridoxal 5'-phosphate biosynthesis and salvage;"	1.1.1.262+1.2.1.72+2.2.1.7+2.6.1.52+2.6.99.2+2.7.1.-+2.7.1.35	9	7	22	0.21	1426.32	0.09	44.71	0.03	54.08	0.03	1261.07	0.14	66.45	0.02
PWY-5417	"Catechol-Degradation; Super-Pathways;"	"catechol degradation III (ortho-cleavage pathway);"	1.13.11.1+2.3.1.174+2.8.3.6+3.1.1.24+5.5.1.1	6	5	5	0.05	516.57	0.03	0.05	0.00	5.10	0.00	509.58	0.06	1.84	0.00
PWY-2161	"Folate-Biosynthesis;"	"folate polyglutamylation;"	2.1.2.1+6.3.4.3	3	2	4	0.04	153.36	0.01	8.28	0.01	4.10	0.00	138.35	0.02	2.63	0.00
PWY-6049	"Dimethylsulfoniopropionate-Degradation; Super-Pathways;"	"superpathway of dimethylsulfoniopropanoate degradation;"	4.4.1.3	1	1	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
PWY-2821	"GLUCOSINOLATE-SYN;"	"glucosinolate biosynthesis from phenylalanine;"	1.-.-.-+1.14.13.-+2.8.2.-	4	3	60	0.58	7204.38	0.46	716.32	0.56	1215.34	0.56	3508.79	0.38	1763.93	0.58
PWY-5976	"CYANOGENIC-GLUCOSIDE-DEG;"	"dhurrin degradation;"	3.2.1.-	2	1	6	0.06	172.32	0.01	1.93	0.00	19.97	0.01	146.90	0.02	3.52	0.00
PWY-6217	"Chlorobenzoate-Degradation;"	"3,4-dichlorobenzoate degradation;"	1.14.12.-	2	1	2	0.02	244.99	0.02	0.04	0.00	4.16	0.00	239.60	0.03	1.19	0.00
PWY-5729	"ISOFLAVONOID-SYN;"	"vestitol and sativan biosynthesis;"	1.3.1.-+2.1.1.-	2	2	48	0.46	5912.49	0.38	698.14	0.54	1198.68	0.56	2180.22	0.24	1835.44	0.60
RIBOSYN2-PWY	"Flavin-Biosynthesis;"	"flavin biosynthesis I (bacteria and plants);"	1.1.1.193+2.5.1.78+2.5.1.9+2.7.1.26+2.7.7.2+3.5.4.25+3.5.4.26+4.1.99.12	8	8	26	0.25	1909.69	0.12	63.64	0.05	46.97	0.02	1756.86	0.19	42.22	0.01
