#KO	Name	Definition	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
K00492	tmuM	"1,3,7-trimethyluric acid 5-monooxygenase [EC:1.14.13.212]"	10	0.10	731.18	0.05	8.19	0.01	11.71	0.01	706.39	0.08	4.88	0.00
K03818	wcaF	"putative colanic acid biosynthesis acetyltransferase WcaF [EC:2.3.1.-]"	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
K00263	E1.4.1.9	"leucine dehydrogenase [EC:1.4.1.9]"	12	0.12	562.55	0.04	28.70	0.02	1.86	0.00	525.74	0.06	6.25	0.00
K03424	tatD	"TatD DNase family protein [EC:3.1.21.-]"	5	0.05	390.03	0.02	2.61	0.00	16.85	0.01	367.87	0.04	2.70	0.00
K00262	E1.4.1.4, gdhA	"glutamate dehydrogenase (NADP+) [EC:1.4.1.4]"	6	0.06	481.07	0.03	8.95	0.01	0.74	0.00	469.03	0.05	2.35	0.00
K06178	rluB	"23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]"	5	0.05	415.28	0.03	11.28	0.01	0.62	0.00	402.53	0.04	0.86	0.00
K11753	ribF	"riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]"	3	0.03	336.49	0.02	10.24	0.01	0.53	0.00	325.01	0.04	0.71	0.00
K00315	DMGDH	"dimethylglycine dehydrogenase [EC:1.5.8.4]"	2	0.02	54.37	0.00	0.15	0.00	3.73	0.00	49.61	0.01	0.87	0.00
K03325	ACR3, arsB	"arsenite transporter"	3	0.03	127.23	0.01	0.15	0.00	4.08	0.00	121.97	0.01	1.04	0.00
K00560	thyA, TYMS	"thymidylate synthase [EC:2.1.1.45]"	3	0.03	352.08	0.02	5.19	0.00	4.53	0.00	341.15	0.04	1.21	0.00
K02654	pilD, pppA	"leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]"	1	0.01	217.06	0.01	0.01	0.00	0.47	0.00	216.16	0.02	0.42	0.00
K00147	proA	"glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]"	2	0.02	149.15	0.01	7.86	0.01	0.09	0.00	140.91	0.02	0.29	0.00
K04516	AROA1, aroA	"chorismate mutase [EC:5.4.99.5]"	5	0.05	323.58	0.02	0.05	0.00	7.95	0.00	313.66	0.03	1.91	0.00
K20455	acnD	"2-methylcitrate dehydratase (2-methyl-trans-aconitate forming) [EC:4.2.1.117]"	1	0.01	62.26	0.00	0.00	0.00	0.17	0.00	62.06	0.01	0.02	0.00
K11927	rhlE	"ATP-dependent RNA helicase RhlE [EC:3.6.4.13]"	6	0.06	411.15	0.03	10.23	0.01	0.60	0.00	398.17	0.04	2.15	0.00
K11540	CAD	"carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase [EC:6.3.5.5 2.1.3.2 3.5.2.3]"	31	0.30	2179.56	0.14	197.04	0.15	416.35	0.19	1443.00	0.16	123.18	0.04
K16514	galD	"4-oxalomesaconate tautomerase [EC:5.3.2.8]"	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
K00491	nos	"nitric-oxide synthase, bacterial [EC:1.14.14.47]"	2	0.02	242.71	0.02	0.03	0.00	4.02	0.00	237.36	0.03	1.29	0.00
K13509	AGPAT1_2	"lysophosphatidate acyltransferase [EC:2.3.1.51]"	1	0.01	27.87	0.00	10.00	0.01	1.26	0.00	13.88	0.00	2.73	0.00
K16843	slcC	"(S)-sulfolactate dehydrogenase [EC:1.1.1.310]"	1	0.01	215.66	0.01	0.02	0.00	0.52	0.00	214.71	0.02	0.41	0.00
K01241	amn	"AMP nucleosidase [EC:3.2.2.4]"	1	0.01	28.60	0.00	0.03	0.00	3.93	0.00	23.76	0.00	0.88	0.00
K01971	ligD	"bifunctional non-homologous end joining protein LigD [EC:6.5.1.1]"	1	0.01	41.89	0.00	1.18	0.00	0.06	0.00	40.37	0.00	0.28	0.00
K03686	dnaJ	"molecular chaperone DnaJ"	4	0.04	109.82	0.01	2.52	0.00	3.63	0.00	101.28	0.01	2.39	0.00
K01895	ACSS1_2, acs	"acetyl-CoA synthetase [EC:6.2.1.1]"	30	0.29	2288.23	0.15	23.41	0.02	150.05	0.07	2056.24	0.22	58.54	0.02
K11889	impN	"type VI secretion system protein ImpN [EC:2.7.11.1]"	12	0.12	668.12	0.04	3.04	0.00	1.42	0.00	662.66	0.07	1.00	0.00
K22073	IBA57	"transferase CAF17, mitochondrial [EC:2.1.-.-]"	1	0.01	49.61	0.00	0.56	0.00	18.40	0.01	27.66	0.00	2.99	0.00
K08282	E2.7.11.1	"non-specific serine/threonine protein kinase [EC:2.7.11.1]"	242	2.33	27169.85	1.74	2343.04	1.83	4395.51	2.04	14125.08	1.54	6306.22	2.08
K05105	EPHA4, SEK, TYRO1	"Eph receptor A4 [EC:2.7.10.1]"	12	0.12	609.50	0.04	3.27	0.00	1.44	0.00	603.71	0.07	1.08	0.00
K02122	ATPVF, ntpF, atpF	"V/A-type H+/Na+-transporting ATPase subunit F"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
K10111	malK, mtlK, thuK	"multiple sugar transport system ATP-binding protein [EC:3.6.3.-]"	143	1.38	15363.71	0.98	1064.06	0.83	1834.90	0.85	9821.55	1.07	2643.19	0.87
K09819	ABC.MN.P	"manganese/iron transport system permease protein"	2	0.02	77.81	0.00	2.41	0.00	3.44	0.00	71.17	0.01	0.78	0.00
K02615	paaJ	"3-oxo-5,6-didehydrosuberyl-CoA/3-oxoadipyl-CoA thiolase [EC:2.3.1.223 2.3.1.174]"	15	0.14	558.53	0.04	3.12	0.00	31.12	0.01	515.32	0.06	8.98	0.00
K03307	TC.SSS	"solute:Na+ symporter, SSS family"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
K14440	SMARCAL1, HARP	"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 [EC:3.6.4.12]"	1	0.01	61.65	0.00	0.00	0.00	0.14	0.00	61.46	0.01	0.04	0.00
K00822	E2.6.1.18	"beta-alanine--pyruvate transaminase [EC:2.6.1.18]"	1	0.01	202.80	0.01	0.00	0.00	0.43	0.00	202.04	0.02	0.33	0.00
K08856	STK16	"serine/threonine kinase 16 [EC:2.7.11.1]"	15	0.14	824.19	0.05	3.27	0.00	1.49	0.00	818.27	0.09	1.16	0.00
K12974	lpxP	"KDO2-lipid IV(A) palmitoleoyltransferase [EC:2.3.1.242]"	1	0.01	13.15	0.00	0.00	0.00	0.02	0.00	11.75	0.00	1.38	0.00
K01656	TRP3	"anthranilate synthase / indole-3-glycerol phosphate synthase [EC:4.1.3.27 4.1.1.48]"	20	0.19	920.39	0.06	45.75	0.04	24.99	0.01	830.62	0.09	19.03	0.01
K02931	RP-L5, MRPL5, rplE	"large subunit ribosomal protein L5"	2	0.02	1827.19	0.12	325.55	0.25	585.18	0.27	25.72	0.00	890.74	0.29
K14998	SURF1, SHY1	"surfeit locus 1 family protein"	1	0.01	217.06	0.01	0.01	0.00	0.47	0.00	216.16	0.02	0.42	0.00
K11912	ppkA	"serine/threonine-protein kinase PpkA [EC:2.7.11.1]"	12	0.12	654.30	0.04	3.17	0.00	1.39	0.00	648.73	0.07	1.02	0.00
K00384	trxB, TRR	"thioredoxin reductase (NADPH) [EC:1.8.1.9]"	33	0.32	3396.74	0.22	345.55	0.27	588.33	0.27	1596.61	0.17	866.25	0.29
K06208	aroH	"chorismate mutase [EC:5.4.99.5]"	2	0.02	123.69	0.01	4.85	0.00	3.45	0.00	114.93	0.01	0.46	0.00
K00548	metH, MTR	"5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]"	9	0.09	457.84	0.03	45.22	0.04	23.21	0.01	367.47	0.04	21.95	0.01
K02753	PTS-Asc-EIIC, ascF	"PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific IIC component"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
K07064	K07064	"uncharacterized protein"	2	0.02	114.57	0.01	0.44	0.00	0.59	0.00	113.04	0.01	0.50	0.00
K03635	MOCS2B, moaE	"molybdopterin synthase catalytic subunit [EC:2.8.1.12]"	2	0.02	93.69	0.01	0.00	0.00	0.02	0.00	93.64	0.01	0.04	0.00
K01429	ureB	"urease subunit beta [EC:3.5.1.5]"	3	0.03	586.78	0.04	0.02	0.00	1.27	0.00	584.50	0.06	0.99	0.00
K03187	ureE	"urease accessory protein"	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
K06282	hyaA, hybO	"hydrogenase small subunit [EC:1.12.99.6]"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
K01303	APEH	"acylaminoacyl-peptidase [EC:3.4.19.1]"	18	0.17	694.71	0.04	6.13	0.00	3.07	0.00	673.67	0.07	11.84	0.00
K02356	efp	"elongation factor P"	5	0.05	424.20	0.03	8.13	0.01	0.79	0.00	413.24	0.05	2.03	0.00
K03650	mnmE, trmE, MSS1	"tRNA modification GTPase [EC:3.6.-.-]"	1	0.01	30.93	0.00	0.03	0.00	3.52	0.00	26.54	0.00	0.84	0.00
K05367	pbpC	"penicillin-binding protein 1C [EC:2.4.1.129]"	6	0.06	374.63	0.02	2.65	0.00	4.32	0.00	366.36	0.04	1.29	0.00
K01817	trpF	"phosphoribosylanthranilate isomerase [EC:5.3.1.24]"	15	0.14	2438.65	0.16	302.38	0.24	581.25	0.27	698.36	0.08	856.66	0.28
K21466	pbpH	"penicillin-binding protein H"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
K07677	rcsC	"two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]"	180	1.73	23840.05	1.52	2292.33	1.79	4269.53	1.98	11033.62	1.20	6244.57	2.06
K05520	pfpI	"protease I [EC:3.5.1.124]"	2	0.02	170.87	0.01	8.18	0.01	0.63	0.00	161.31	0.02	0.74	0.00
K05096	FLT1, VEGFR1	"FMS-like tyrosine kinase 1 [EC:2.7.10.1]"	18	0.17	1039.84	0.07	3.27	0.00	1.56	0.00	1033.75	0.11	1.25	0.00
K09816	znuB	"zinc transport system permease protein"	3	0.03	269.72	0.02	2.41	0.00	4.38	0.00	261.60	0.03	1.33	0.00
K01631	dgoA	"2-dehydro-3-deoxyphosphogalactonate aldolase [EC:4.1.2.21]"	7	0.07	2225.67	0.14	325.68	0.25	586.40	0.27	423.59	0.05	890.00	0.29
K00851	E2.7.1.12, gntK, idnK	"gluconokinase [EC:2.7.1.12]"	6	0.06	462.21	0.03	12.50	0.01	2.14	0.00	442.75	0.05	4.82	0.00
K00006	GPD1	"glycerol-3-phosphate dehydrogenase (NAD+) [EC:1.1.1.8]"	7	0.07	534.52	0.03	31.48	0.02	23.07	0.01	461.26	0.05	18.71	0.01
K07052	K07052	"uncharacterized protein"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
K06042	cobH-cbiC	"precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]"	2	0.02	147.23	0.01	0.00	0.00	0.02	0.00	147.15	0.02	0.05	0.00
K01501	E3.5.5.1	"nitrilase [EC:3.5.5.1]"	1	0.01	72.38	0.00	0.00	0.00	0.02	0.00	72.33	0.01	0.03	0.00
K02595	nifW	"nitrogenase-stabilizing/protective protein"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
K14261	alaC	"alanine-synthesizing transaminase [EC:2.6.1.-]"	2	0.02	145.89	0.01	0.00	0.00	0.03	0.00	145.78	0.02	0.07	0.00
K03367	dltA	"D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13]"	33	0.32	2715.75	0.17	23.80	0.02	172.57	0.08	2457.97	0.27	61.42	0.02
K19225	gluP	"rhomboid protease GluP [EC:3.4.21.105]"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
K02525	kdgR	"LacI family transcriptional regulator, kdg operon repressor"	1	0.01	27.87	0.00	10.00	0.01	1.26	0.00	13.88	0.00	2.73	0.00
K02072	metI	"D-methionine transport system permease protein"	3	0.03	80.56	0.01	2.26	0.00	0.00	0.00	78.24	0.01	0.05	0.00
K01000	mraY	"phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]"	6	0.06	360.27	0.02	13.47	0.01	0.59	0.00	345.35	0.04	0.86	0.00
K02389	flgD	"flagellar basal-body rod modification protein FlgD"	1	0.01	23.81	0.00	0.00	0.00	0.00	0.00	23.81	0.00	0.00	0.00
K00784	rnz	"ribonuclease Z [EC:3.1.26.11]"	2	0.02	53.64	0.00	2.58	0.00	0.01	0.00	50.97	0.01	0.09	0.00
K23139	CYP110	"cytochrome P450 family 110 [EC:1.14.-.-]"	1	0.01	92.95	0.01	0.00	0.00	0.04	0.00	92.89	0.01	0.02	0.00
K08098	PIGZ, SMP3	"GPI mannosyltransferase 4 [EC:2.4.1.-]"	13	0.13	830.83	0.05	0.76	0.00	28.87	0.01	794.05	0.09	7.15	0.00
K03719	lrp	"Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein"	1	0.01	59.33	0.00	0.00	0.00	0.11	0.00	59.17	0.01	0.04	0.00
K11528	glmU	"UDP-N-acetylglucosamine pyrophosphorylase [EC:2.7.7.23]"	19	0.18	1316.64	0.08	13.94	0.01	42.69	0.02	1250.59	0.14	9.43	0.00
K00106	XDH	"xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]"	14	0.13	557.05	0.04	22.42	0.02	16.87	0.01	507.70	0.06	10.06	0.00
K02041	phnC	"phosphonate transport system ATP-binding protein [EC:7.3.2.2]"	7	0.07	239.21	0.02	19.92	0.02	6.32	0.00	206.71	0.02	6.25	0.00
K00949	thiN, TPK1, THI80	"thiamine pyrophosphokinase [EC:2.7.6.2]"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
K04091	ssuD	"alkanesulfonate monooxygenase [EC:1.14.14.5]"	1	0.01	13.90	0.00	0.00	0.00	0.02	0.00	12.46	0.00	1.42	0.00
K00449	pcaH	"protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]"	3	0.03	266.91	0.02	0.06	0.00	7.21	0.00	257.73	0.03	1.92	0.00
K09165	K09165	"dodecin"	1	0.01	25.47	0.00	0.12	0.00	0.14	0.00	25.10	0.00	0.12	0.00
K13639	soxR	"MerR family transcriptional regulator, redox-sensitive transcriptional activator SoxR"	1	0.01	23.30	0.00	0.10	0.00	0.07	0.00	23.05	0.00	0.08	0.00
K19567	elmMI	"8-demethyl-8-alpha-L-rhamnosyltetracenomycin-C 2'-O-methyltransferase [EC:2.1.1.305]"	1	0.01	36.43	0.00	0.62	0.00	0.19	0.00	35.25	0.00	0.37	0.00
K07145	isdG, isdI	"heme oxygenase (staphylobilin-producing) [EC:1.14.99.48]"	1	0.01	98.44	0.01	6.47	0.01	0.01	0.00	91.67	0.01	0.29	0.00
K02068	ABC.X2.A	"putative ABC transport system ATP-binding protein"	47	0.45	3093.34	0.20	49.65	0.04	59.16	0.03	2960.30	0.32	24.23	0.01
K01439	dapE	"succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]"	6	0.06	488.70	0.03	0.15	0.00	4.56	0.00	480.87	0.05	3.12	0.00
K00381	cysI	"sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]"	5	0.05	551.90	0.04	0.02	0.00	1.07	0.00	549.74	0.06	1.06	0.00
K09118	K09118	"uncharacterized protein"	1	0.01	36.00	0.00	0.85	0.00	0.07	0.00	34.84	0.00	0.24	0.00
K13816	rpfF	"DSF synthase"	14	0.13	633.03	0.04	8.17	0.01	4.88	0.00	612.34	0.07	7.64	0.00
K01597	MVD, mvaD	"diphosphomevalonate decarboxylase [EC:4.1.1.33]"	1	0.01	49.69	0.00	2.47	0.00	0.00	0.00	47.19	0.01	0.04	0.00
K18138	acrB, mexB, adeJ, smeE, mtrD, cmeB	"multidrug efflux pump"	7	0.07	593.36	0.04	0.50	0.00	1.12	0.00	590.65	0.06	1.09	0.00
K11331	nrsC	"cation efflux system protein involved in nickel and cobalt tolerance [EC:3.2.1.17]"	1	0.01	70.45	0.00	0.00	0.00	0.03	0.00	70.38	0.01	0.04	0.00
K13533	kinE	"two-component system, sporulation sensor kinase E [EC:2.7.13.3]"	85	0.82	9390.25	0.60	706.77	0.55	1223.18	0.57	5675.75	0.62	1784.57	0.59
K01870	IARS, ileS	"isoleucyl-tRNA synthetase [EC:6.1.1.5]"	2	0.02	77.96	0.00	3.27	0.00	0.06	0.00	74.41	0.01	0.22	0.00
K13713	purCD	"fusion protein PurCD [EC:6.3.2.6 6.3.4.13]"	5	0.05	224.45	0.01	11.17	0.01	0.27	0.00	211.14	0.02	1.87	0.00
K15598	thiY	"putative hydroxymethylpyrimidine transport system substrate-binding protein"	1	0.01	42.14	0.00	0.24	0.00	16.39	0.01	23.21	0.00	2.31	0.00
K07699	spo0A	"two-component system, response regulator, stage 0 sporulation protein A"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
K02609	paaA	"ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]"	2	0.02	52.45	0.00	0.13	0.00	3.60	0.00	47.73	0.01	0.99	0.00
K01507	ppa	"inorganic pyrophosphatase [EC:3.6.1.1]"	3	0.03	139.90	0.01	0.27	0.00	0.30	0.00	139.13	0.02	0.21	0.00
K15342	cas1	"CRISP-associated protein Cas1"	2	0.02	145.60	0.01	0.00	0.00	0.03	0.00	145.52	0.02	0.05	0.00
K16870	wbbL	"N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289]"	1	0.01	27.64	0.00	0.26	0.00	0.16	0.00	27.12	0.00	0.10	0.00
K03474	pdxJ	"pyridoxine 5-phosphate synthase [EC:2.6.99.2]"	2	0.02	68.60	0.00	0.03	0.00	0.10	0.00	67.07	0.01	1.40	0.00
K02821	PTS-Ula-EIIA, ulaC, sgaA	"PTS system, ascorbate-specific IIA component [EC:2.7.1.194]"	14	0.13	734.79	0.05	18.12	0.01	4.08	0.00	709.29	0.08	3.30	0.00
K01447	xlyAB	"N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]"	14	0.13	760.23	0.05	19.67	0.02	41.98	0.02	687.46	0.07	11.12	0.00
K06213	mgtE	"magnesium transporter"	1	0.01	23.30	0.00	0.10	0.00	0.07	0.00	23.05	0.00	0.08	0.00
K03515	REV1	"DNA repair protein REV1 [EC:2.7.7.-]"	7	0.07	316.58	0.02	11.18	0.01	4.41	0.00	299.22	0.03	1.76	0.00
K00133	asd	"aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]"	9	0.09	1028.86	0.07	79.90	0.06	383.92	0.18	473.02	0.05	92.02	0.03
K02199	ccmG, dsbE	"cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE"	1	0.01	61.65	0.00	0.00	0.00	0.14	0.00	61.46	0.01	0.04	0.00
K22270	nagX	"3-hydroxybenzoate 6-monooxygenase [EC:1.14.13.24]"	2	0.02	233.44	0.01	0.24	0.00	16.79	0.01	213.76	0.02	2.65	0.00
K15906		""	3	0.03	463.07	0.03	9.93	0.01	2.30	0.00	447.29	0.05	3.54	0.00
K01438	argE	"acetylornithine deacetylase [EC:3.5.1.16]"	11	0.11	1083.11	0.07	72.15	0.06	384.35	0.18	533.06	0.06	93.55	0.03
K14568	EMG1, NEP1	"rRNA small subunit pseudouridine methyltransferase Nep1 [EC:2.1.1.260]"	1	0.01	10.91	0.00	0.00	0.00	0.00	0.00	10.91	0.00	0.00	0.00
K00818	E2.6.1.11, argD	"acetylornithine aminotransferase [EC:2.6.1.11]"	16	0.15	1382.52	0.09	28.29	0.02	17.12	0.01	1330.24	0.14	6.87	0.00
K01568	PDC, pdc	"pyruvate decarboxylase [EC:4.1.1.1]"	8	0.08	503.57	0.03	0.39	0.00	8.80	0.00	491.80	0.05	2.58	0.00
K00270	pdh	"phenylalanine dehydrogenase [EC:1.4.1.20]"	7	0.07	322.22	0.02	20.31	0.02	1.63	0.00	295.85	0.03	4.43	0.00
K00260	gudB, rocG	"glutamate dehydrogenase [EC:1.4.1.2]"	5	0.05	264.01	0.02	8.95	0.01	0.27	0.00	252.87	0.03	1.93	0.00
K00602	purH	"phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]"	3	0.03	146.13	0.01	0.33	0.00	20.15	0.01	122.48	0.01	3.18	0.00
K11328	nrsS, rppB	"two-component system, OmpR family, Ni(II)-sensor and/or redox sensor kinase NrsS [EC:2.7.13.3]"	72	0.69	7885.62	0.50	698.29	0.54	1213.27	0.56	4196.44	0.46	1777.63	0.59
K09903	pyrH	"uridylate kinase [EC:2.7.4.22]"	3	0.03	147.42	0.01	18.60	0.01	0.36	0.00	127.71	0.01	0.75	0.00
K03555	mutS	"DNA mismatch repair protein MutS"	6	0.06	277.94	0.02	11.46	0.01	3.89	0.00	259.81	0.03	2.78	0.00
K02800	PTS-Mtl-EIIC, mtlA, cmtA	"PTS system, mannitol-specific IIC component"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
K00120	fgd2	"F420-dependent hydroxymycolic acid dehydrogenase [EC:1.1.98.-]"	26	0.25	1376.10	0.09	5.80	0.00	29.75	0.01	1330.60	0.14	9.95	0.00
K10909	luxQ	"two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ [EC:2.7.13.3 3.1.3.-]"	102	0.98	13824.49	0.88	1346.39	1.05	2393.46	1.11	6557.57	0.71	3527.08	1.16
K04047	dps	"starvation-inducible DNA-binding protein"	1	0.01	13.70	0.00	0.20	0.00	0.00	0.00	13.45	0.00	0.04	0.00
K02836	prfB	"peptide chain release factor 2"	6	0.06	345.11	0.02	13.42	0.01	12.08	0.01	312.91	0.03	6.70	0.00
K08349	fdnH	"formate dehydrogenase-N, beta subunit"	15	0.14	3196.22	0.20	347.18	0.27	590.23	0.27	1360.99	0.15	897.81	0.30
K00325	pntB	"H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1]"	6	0.06	300.40	0.02	0.47	0.00	8.01	0.00	289.81	0.03	2.12	0.00
K03437	spoU	"RNA methyltransferase, TrmH family"	3	0.03	251.05	0.02	13.77	0.01	5.80	0.00	228.41	0.02	3.08	0.00
K01928	murE	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]"	19	0.18	1304.28	0.08	9.34	0.01	9.14	0.00	1281.70	0.14	4.11	0.00
K05112	EPHB3, HEK2, ETK2	"Eph receptor B3 [EC:2.7.10.1]"	12	0.12	609.50	0.04	3.27	0.00	1.44	0.00	603.71	0.07	1.08	0.00
K16013	cydD	"ATP-binding cassette, subfamily C, bacterial CydD"	2	0.02	80.64	0.01	0.00	0.00	0.11	0.00	80.48	0.01	0.05	0.00
K00936	pdtaS	"two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]"	98	0.94	11491.45	0.73	1048.50	0.82	1813.10	0.84	5953.66	0.65	2676.20	0.88
K12235	SRR	"serine racemase [EC:5.1.1.18]"	2	0.02	80.22	0.01	0.00	0.00	0.16	0.00	78.48	0.01	1.57	0.00
K03346	dnaB	"replication initiation and membrane attachment protein"	1	0.01	105.89	0.01	7.76	0.01	0.08	0.00	97.75	0.01	0.29	0.00
K07214	fes	"iron(III)-enterobactin esterase [EC:3.1.1.108]"	1	0.01	89.86	0.01	0.35	0.00	0.52	0.00	88.59	0.01	0.41	0.00
K02755	PTS-Bgl-EIIA, bglF, bglP	"PTS system, beta-glucoside-specific IIA component [EC:2.7.1.-]"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
K00314	SARDH	"sarcosine dehydrogenase [EC:1.5.8.3]"	7	0.07	460.21	0.03	8.33	0.01	11.15	0.01	437.73	0.05	3.00	0.00
K02867	RP-L11, MRPL11, rplK	"large subunit ribosomal protein L11"	2	0.02	268.39	0.02	0.01	0.00	0.44	0.00	267.59	0.03	0.35	0.00
K06269	PPP1C	"serine/threonine-protein phosphatase PP1 catalytic subunit [EC:3.1.3.16]"	2	0.02	86.30	0.01	0.00	0.00	0.02	0.00	86.25	0.01	0.03	0.00
K01427	URE	"urease [EC:3.5.1.5]"	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
K01916	nadE	"NAD+ synthase [EC:6.3.1.5]"	2	0.02	128.40	0.01	10.33	0.01	0.06	0.00	117.73	0.01	0.28	0.00
K03076	secY	"preprotein translocase subunit SecY"	2	0.02	1827.19	0.12	325.55	0.25	585.18	0.27	25.72	0.00	890.74	0.29
K01697	CBS	"cystathionine beta-synthase [EC:4.2.1.22]"	40	0.38	2541.77	0.16	75.39	0.06	51.92	0.02	2344.04	0.26	70.42	0.02
K01055	pcaD	"3-oxoadipate enol-lactonase [EC:3.1.1.24]"	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
K18967	dge1	"diguanylate cyclase [EC:2.7.7.65]"	1	0.01	50.21	0.00	2.37	0.00	0.01	0.00	47.79	0.01	0.04	0.00
K04042	glmU	"bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]"	26	0.25	1926.75	0.12	16.70	0.01	47.80	0.02	1850.75	0.20	11.49	0.00
K21416	acoA	"acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha [EC:1.1.1.-]"	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
K03748	sanA	"SanA protein"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
K03177	truB, PUS4, TRUB1	"tRNA pseudouridine55 synthase [EC:5.4.99.25]"	5	0.05	1993.11	0.13	300.70	0.23	587.60	0.27	205.16	0.02	899.65	0.30
K01951	guaA, GMPS	"GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]"	12	0.12	586.20	0.04	45.40	0.04	8.16	0.00	518.89	0.06	13.75	0.00
K01913	AAE7, ACN1	"acetate/butyrate---CoA ligase [EC:6.2.1.1 6.2.1.2]"	11	0.11	772.23	0.05	16.55	0.01	115.47	0.05	590.70	0.06	49.51	0.02
K09011	cimA	"(R)-citramalate synthase [EC:2.3.1.182]"	1	0.01	25.47	0.00	0.12	0.00	0.14	0.00	25.10	0.00	0.12	0.00
K11180	dsrA	"dissimilatory sulfite reductase alpha subunit [EC:1.8.99.5]"	5	0.05	551.90	0.04	0.02	0.00	1.07	0.00	549.74	0.06	1.06	0.00
K02809	PTS-Scr-EIIB, scrA, sacP, sacX, ptsS	"PTS system, sucrose-specific IIB component [EC:2.7.1.211]"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
K07560	dtd, DTD	"D-aminoacyl-tRNA deacylase [EC:3.1.1.96]"	3	0.03	79.23	0.01	2.48	0.00	0.13	0.00	75.11	0.01	1.50	0.00
