#Accession	Name	Function	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
TIGR02727	MTHFS_bact	"5-formyltetrahydrofolate cyclo-ligase"	2	0.02	303.35	0.02	8.24	0.01	0.71	0.00	293.50	0.03	0.90	0.00
TIGR03263	guanyl_kin	"guanylate kinase"	4	0.04	367.55	0.02	3.33	0.00	0.73	0.00	362.54	0.04	0.95	0.00
TIGR03631	uS13_bact	"ribosomal protein uS13"	2	0.02	1827.19	0.12	325.55	0.25	585.18	0.27	25.72	0.00	890.74	0.29
TIGR00182	plsX	"fatty acid/phospholipid synthesis protein PlsX"	3	0.03	134.67	0.01	2.40	0.00	0.13	0.00	132.02	0.01	0.12	0.00
TIGR01759	MalateDH-SF1	"malate dehydrogenase"	1	0.01	61.15	0.00	0.00	0.00	0.15	0.00	60.99	0.01	0.01	0.00
TIGR03943	TIGR03943	"TIGR03943 family protein"	1	0.01	1729.70	0.11	298.41	0.23	563.99	0.26	14.22	0.00	853.09	0.28
TIGR02935	TIGR02935	"probable nitrogen fixation protein"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
TIGR03150	fabF	"beta-ketoacyl-acyl-carrier-protein synthase II"	4	0.04	1850.87	0.12	300.93	0.23	564.25	0.26	132.37	0.01	853.32	0.28
TIGR02139	permease_CysT	"sulfate ABC transporter, permease protein CysT"	1	0.01	21.24	0.00	0.00	0.00	0.00	0.00	21.23	0.00	0.00	0.00
TIGR00914	2A0601	"heavy metal efflux pump, CzcA family"	1	0.01	60.25	0.00	0.00	0.00	0.13	0.00	60.08	0.01	0.04	0.00
TIGR00193	urease_gam	"urease, gamma subunit"	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
TIGR00229	sensory_box	"PAS domain S-box protein"	47	0.45	9670.47	0.62	1255.97	0.98	2337.63	1.09	2559.75	0.28	3517.12	1.16
TIGR00046	TIGR00046	"RNA methyltransferase, RsmE family"	4	0.04	178.26	0.01	0.33	0.00	0.27	0.00	177.47	0.02	0.19	0.00
TIGR03409	urea_trans_UrtB	"urea ABC transporter, permease protein UrtB"	1	0.01	1729.70	0.11	298.41	0.23	563.99	0.26	14.22	0.00	853.09	0.28
TIGR00277	HDIG	"HDIG domain"	7	0.07	466.86	0.03	12.72	0.01	0.74	0.00	452.57	0.05	0.83	0.00
TIGR03689	pup_AAA	"proteasome ATPase"	1	0.01	50.96	0.00	4.85	0.00	3.43	0.00	42.25	0.00	0.43	0.00
TIGR00641	acid_CoA_mut_N	"methylmalonyl-CoA mutase N-terminal domain"	3	0.03	136.70	0.01	17.98	0.01	1.73	0.00	113.95	0.01	3.04	0.00
TIGR01411	tatAE	"twin arginine-targeting protein translocase, TatA/E family"	3	0.03	183.98	0.01	13.09	0.01	3.53	0.00	165.25	0.02	2.12	0.00
TIGR00054	TIGR00054	"RIP metalloprotease RseP"	6	0.06	271.16	0.02	27.50	0.02	5.19	0.00	234.41	0.03	4.05	0.00
TIGR00671	baf	"pantothenate kinase, type III"	3	0.03	316.69	0.02	9.50	0.01	0.94	0.00	302.99	0.03	3.26	0.00
TIGR00072	hydrog_prot	"hydrogenase maturation protease"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
TIGR00126	deoC	"deoxyribose-phosphate aldolase"	2	0.02	65.76	0.00	2.49	0.00	0.10	0.00	63.03	0.01	0.13	0.00
TIGR03605	antibiot_sagB	"SagB-type dehydrogenase domain"	2	0.02	165.38	0.01	0.01	0.00	0.08	0.00	165.25	0.02	0.05	0.00
TIGR02639	ClpA	"ATP-dependent Clp protease ATP-binding subunit ClpA"	1	0.01	59.33	0.00	0.00	0.00	0.11	0.00	59.17	0.01	0.04	0.00
TIGR00977	citramal_synth	"citramalate synthase"	1	0.01	25.47	0.00	0.12	0.00	0.14	0.00	25.10	0.00	0.12	0.00
TIGR00006	TIGR00006	"16S rRNA (cytosine(1402)-N(4))-methyltransferase"	5	0.05	310.57	0.02	11.01	0.01	0.59	0.00	298.16	0.03	0.82	0.00
TIGR00074	hypC_hupF	"hydrogenase assembly chaperone HypC/HupF"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
TIGR02857	CydD	"thiol reductant ABC exporter, CydD subunit"	2	0.02	80.64	0.01	0.00	0.00	0.11	0.00	80.48	0.01	0.05	0.00
TIGR02482	PFKA_ATP	"6-phosphofructokinase"	2	0.02	146.61	0.01	10.13	0.01	0.08	0.00	136.07	0.01	0.33	0.00
TIGR01382	PfpI	"intracellular protease, PfpI family"	2	0.02	170.87	0.01	8.18	0.01	0.63	0.00	161.31	0.02	0.74	0.00
TIGR00187	ribE	"riboflavin synthase, alpha subunit"	5	0.05	358.45	0.02	10.40	0.01	0.46	0.00	346.97	0.04	0.63	0.00
TIGR00203	cydB	"cytochrome d ubiquinol oxidase, subunit II"	2	0.02	80.64	0.01	0.00	0.00	0.11	0.00	80.48	0.01	0.05	0.00
TIGR01225	hutH	"histidine ammonia-lyase"	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
TIGR01069	mutS2	"MutS2 family protein"	1	0.01	105.89	0.01	7.76	0.01	0.08	0.00	97.75	0.01	0.29	0.00
TIGR00128	fabD	"malonyl CoA-acyl carrier protein transacylase"	2	0.02	95.70	0.01	2.40	0.00	0.13	0.00	93.05	0.01	0.12	0.00
TIGR02017	hutG_amidohyd	"N-formylglutamate deformylase"	2	0.02	93.78	0.01	0.01	0.00	3.65	0.00	89.19	0.01	0.92	0.00
TIGR00445	mraY	"phospho-N-acetylmuramoyl-pentapeptide-transferase"	4	0.04	286.70	0.02	3.54	0.00	0.48	0.00	282.07	0.03	0.61	0.00
TIGR03708	poly_P_AMP_trns	"polyphosphate:AMP phosphotransferase"	1	0.01	12.91	0.00	0.21	0.00	0.00	0.00	12.65	0.00	0.04	0.00
TIGR00640	acid_CoA_mut_C	"methylmalonyl-CoA mutase C-terminal domain"	2	0.02	113.80	0.01	17.90	0.01	1.13	0.00	91.88	0.01	2.90	0.00
TIGR01745	asd_gamma	"aspartate-semialdehyde dehydrogenase"	1	0.01	21.31	0.00	0.00	0.00	0.00	0.00	21.31	0.00	0.01	0.00
TIGR01296	asd_B	"aspartate-semialdehyde dehydrogenase"	3	0.03	215.39	0.01	7.89	0.01	0.19	0.00	206.96	0.02	0.35	0.00
TIGR02025	BchH	"magnesium chelatase, H subunit"	1	0.01	71.59	0.00	0.00	0.00	0.01	0.00	71.56	0.01	0.02	0.00
TIGR00032	argG	"argininosuccinate synthase"	6	0.06	468.63	0.03	13.90	0.01	9.73	0.00	440.80	0.05	4.20	0.00
TIGR00704	NaPi_cotrn_rel	"Na/Pi-cotransporter II-related protein"	2	0.02	54.28	0.00	0.91	0.00	0.06	0.00	53.14	0.01	0.18	0.00
TIGR03300	assembly_YfgL	"outer membrane assembly lipoprotein YfgL"	1	0.01	54.97	0.00	0.04	0.00	0.13	0.00	54.73	0.01	0.07	0.00
TIGR02663	nifX	"nitrogen fixation protein NifX"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
TIGR01220	Pmev_kin_Gr_pos	"phosphomevalonate kinase"	1	0.01	49.69	0.00	2.47	0.00	0.00	0.00	47.19	0.01	0.04	0.00
TIGR01249	pro_imino_pep_1	"prolyl aminopeptidase"	1	0.01	29.33	0.00	0.02	0.00	3.64	0.00	24.90	0.00	0.78	0.00
TIGR00797	matE	"MATE efflux family protein"	11	0.11	2294.10	0.15	337.04	0.26	594.21	0.28	468.39	0.05	894.47	0.29
TIGR03990	Arch_GlmM	"phosphoglucosamine mutase"	1	0.01	12.82	0.00	0.00	0.00	0.02	0.00	11.46	0.00	1.33	0.00
TIGR00500	met_pdase_I	"methionine aminopeptidase, type I"	5	0.05	340.45	0.02	0.29	0.00	4.13	0.00	333.30	0.04	2.73	0.00
TIGR00225	prc	"C-terminal processing peptidase"	7	0.07	467.62	0.03	14.67	0.01	1.65	0.00	447.24	0.05	4.06	0.00
TIGR00400	mgtE	"magnesium transporter"	1	0.01	23.30	0.00	0.10	0.00	0.07	0.00	23.05	0.00	0.08	0.00
TIGR01190	ccmB	"heme exporter protein CcmB"	1	0.01	61.65	0.00	0.00	0.00	0.14	0.00	61.46	0.01	0.04	0.00
TIGR01650	PD_CobS	"cobaltochelatase, CobS subunit"	2	0.02	234.73	0.01	0.06	0.00	3.67	0.00	229.95	0.03	1.05	0.00
TIGR00647	DNA_bind_WhiA	"DNA-binding protein WhiA"	2	0.02	100.65	0.01	7.32	0.01	3.43	0.00	89.44	0.01	0.46	0.00
TIGR01707	gspI	"type II secretion system protein I"	1	0.01	66.73	0.00	0.00	0.00	0.15	0.00	66.54	0.01	0.04	0.00
TIGR00077	lspA	"signal peptidase II"	2	0.02	73.76	0.00	0.33	0.00	20.13	0.01	50.15	0.01	3.15	0.00
TIGR02350	prok_dnaK	"chaperone protein DnaK"	4	0.04	217.24	0.01	2.40	0.00	3.57	0.00	210.32	0.02	0.95	0.00
TIGR00757	RNaseEG	"ribonuclease, Rne/Rng family"	2	0.02	157.97	0.01	0.39	0.00	0.95	0.00	155.22	0.02	1.41	0.00
TIGR00724	urea_amlyse_rel	"biotin-dependent carboxylase uncharacterized domain"	1	0.01	17.05	0.00	0.00	0.00	0.00	0.00	17.05	0.00	0.00	0.00
TIGR01722	MMSDH	"methylmalonate-semialdehyde dehydrogenase (acylating)"	1	0.01	202.80	0.01	0.00	0.00	0.43	0.00	202.04	0.02	0.33	0.00
TIGR00430	Q_tRNA_tgt	"tRNA-guanine transglycosylase"	3	0.03	115.69	0.01	2.39	0.00	0.39	0.00	111.48	0.01	1.42	0.00
TIGR02397	dnaX_nterm	"DNA polymerase III, subunit gamma and tau"	3	0.03	159.02	0.01	0.06	0.00	3.33	0.00	154.87	0.02	0.76	0.00
TIGR00755	ksgA	"ribosomal RNA small subunit methyltransferase A"	3	0.03	102.31	0.01	2.37	0.00	0.03	0.00	98.46	0.01	1.46	0.00
TIGR00778	ahpD_dom	"alkylhydroperoxidase AhpD family core domain"	5	0.05	329.01	0.02	0.27	0.00	7.71	0.00	319.00	0.03	2.03	0.00
TIGR00173	menD	"2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase"	1	0.01	72.05	0.00	0.00	0.00	0.03	0.00	72.00	0.01	0.02	0.00
TIGR02091	glgC	"glucose-1-phosphate adenylyltransferase"	2	0.02	67.83	0.00	0.35	0.00	19.79	0.01	44.69	0.00	3.00	0.00
TIGR00947	2A73	"putative bicarbonate transporter, IctB family"	1	0.01	1783.23	0.11	282.94	0.22	587.09	0.27	15.03	0.00	898.17	0.30
TIGR01420	pilT_fam	"twitching motility protein"	4	0.04	69.58	0.00	0.14	0.00	0.37	0.00	66.21	0.01	2.86	0.00
TIGR00594	polc	"DNA polymerase III, alpha subunit"	6	0.06	337.94	0.02	19.90	0.02	1.31	0.00	313.68	0.03	3.05	0.00
TIGR00049	TIGR00049	"iron-sulfur cluster assembly accessory protein"	5	0.05	583.45	0.04	0.03	0.00	1.11	0.00	581.56	0.06	0.75	0.00
TIGR00824	EIIA-man	"PTS system, mannose/fructose/sorbose family, IIA component"	1	0.01	42.19	0.00	2.26	0.00	0.00	0.00	39.89	0.00	0.03	0.00
TIGR01027	proB	"glutamate 5-kinase"	2	0.02	170.09	0.01	8.19	0.01	0.67	0.00	160.56	0.02	0.67	0.00
TIGR00084	ruvA	"Holliday junction DNA helicase RuvA"	2	0.02	54.04	0.00	2.39	0.00	0.24	0.00	50.03	0.01	1.38	0.00
TIGR03668	Rv0121_F420	"PPOX class probable F420-dependent enzyme, Rv0121 family"	1	0.01	89.86	0.01	0.35	0.00	0.52	0.00	88.59	0.01	0.41	0.00
TIGR02194	GlrX_NrdH	"glutaredoxin-like protein NrdH"	1	0.01	34.27	0.00	0.00	0.00	0.00	0.00	34.26	0.00	0.00	0.00
TIGR00857	pyrC_multi	"dihydroorotase, multifunctional complex type"	2	0.02	77.98	0.00	3.14	0.00	0.05	0.00	74.53	0.01	0.26	0.00
TIGR01450	recC	"exodeoxyribonuclease V, gamma subunit"	2	0.02	114.57	0.01	0.44	0.00	0.59	0.00	113.04	0.01	0.50	0.00
TIGR00360	ComEC_N-term	"ComEC/Rec2-related protein"	3	0.03	169.35	0.01	3.60	0.00	0.67	0.00	164.43	0.02	0.64	0.00
TIGR00056	TIGR00056	"ABC transport permease subunit"	3	0.03	276.79	0.02	0.01	0.00	0.48	0.00	274.48	0.03	1.82	0.00
TIGR01215	minE	"cell division topological specificity factor MinE"	1	0.01	72.17	0.00	0.00	0.00	0.02	0.00	72.14	0.01	0.01	0.00
TIGR00589	ogt	"methylated-DNA--[protein]-cysteine S-methyltransferase"	2	0.02	119.68	0.01	6.48	0.01	0.01	0.00	112.90	0.01	0.29	0.00
TIGR00040	yfcE	"phosphodiesterase, MJ0936 family"	1	0.01	36.00	0.00	0.85	0.00	0.07	0.00	34.84	0.00	0.24	0.00
TIGR01283	nifE	"nitrogenase MoFe cofactor biosynthesis protein NifE"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
TIGR01087	murD	"UDP-N-acetylmuramoylalanine--D-glutamate ligase"	8	0.08	455.59	0.03	3.70	0.00	4.17	0.00	446.15	0.05	1.58	0.00
TIGR02222	chap_CsaA	"export-related chaperone protein CsaA"	3	0.03	123.65	0.01	7.48	0.01	3.63	0.00	111.42	0.01	1.13	0.00
TIGR00460	fmt	"methionyl-tRNA formyltransferase"	5	0.05	359.93	0.02	2.42	0.00	4.21	0.00	350.75	0.04	2.56	0.00
TIGR00220	mscL	"large conductance mechanosensitive channel protein"	2	0.02	216.31	0.01	0.13	0.00	0.55	0.00	215.12	0.02	0.51	0.00
TIGR02714	amido_AtzD_TrzD	"ring-opening amidohydrolases"	1	0.01	92.16	0.01	0.32	0.00	0.58	0.00	90.77	0.01	0.49	0.00
TIGR00835	agcS	"amino acid carrier protein"	4	0.04	422.48	0.03	0.33	0.00	1.29	0.00	419.96	0.05	0.89	0.00
TIGR03709	PPK2_rel_1	"polyphosphate:nucleotide phosphotransferase, PPK2 family"	1	0.01	12.91	0.00	0.21	0.00	0.00	0.00	12.65	0.00	0.04	0.00
TIGR00496	frr	"ribosome recycling factor"	4	0.04	171.90	0.01	17.73	0.01	4.09	0.00	148.70	0.02	1.38	0.00
TIGR01174	ftsA	"cell division protein FtsA"	5	0.05	140.61	0.01	11.02	0.01	3.51	0.00	124.84	0.01	1.24	0.00
TIGR03157	cas_Csc2	"CRISPR type I-D/CYANO-associated protein Csc2"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
TIGR02033	D-hydantoinase	"dihydropyrimidinase"	1	0.01	42.14	0.00	0.24	0.00	16.39	0.01	23.21	0.00	2.31	0.00
TIGR03599	YloV	"DAK2 domain fusion protein YloV"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
TIGR00639	PurN	"phosphoribosylglycinamide formyltransferase"	3	0.03	303.70	0.02	0.02	0.00	0.68	0.00	302.55	0.03	0.46	0.00
TIGR01643	YD_repeat_2x	"YD repeat (two copies)"	1	0.01	68.00	0.00	0.00	0.00	0.14	0.00	67.82	0.01	0.03	0.00
TIGR00120	ArgJ	"glutamate N-acetyltransferase/amino-acid acetyltransferase"	5	0.05	458.16	0.03	14.13	0.01	6.25	0.00	434.30	0.05	3.48	0.00
TIGR00416	sms	"DNA repair protein RadA"	1	0.01	171.43	0.01	12.03	0.01	40.15	0.02	62.43	0.01	56.82	0.02
TIGR01056	topB	"DNA topoisomerase III"	1	0.01	78.70	0.01	7.86	0.01	0.06	0.00	70.54	0.01	0.25	0.00
TIGR00730	TIGR00730	"TIGR00730 family protein"	5	0.05	273.73	0.02	7.49	0.01	4.05	0.00	257.57	0.03	4.62	0.00
TIGR02290	M3_fam_3	"oligoendopeptidase, pepF/M3 family"	1	0.01	191.30	0.01	0.01	0.00	0.40	0.00	190.55	0.02	0.34	0.00
TIGR00628	ung	"uracil-DNA glycosylase"	3	0.03	133.78	0.01	2.37	0.00	0.18	0.00	131.15	0.01	0.07	0.00
TIGR03688	pupylate_PafA2	"proteasome accessory factor PafA2"	1	0.01	50.96	0.00	4.85	0.00	3.43	0.00	42.25	0.00	0.43	0.00
TIGR01686	FkbH	"FkbH domain"	1	0.01	92.95	0.01	0.00	0.00	0.04	0.00	92.89	0.01	0.02	0.00
